"","Stream_name","Gap_number","Gap_location","Date","Ash","Aspen","Basswood","Beech","Birch","Black Cherry","Black Walnut","Box Elder","Buckthorn","Dogwood","Elm","European Alder","Grass","Hawthorn","Maple","Oak","Pine Needles","Poplar","Unknown","Water bug","Willow","Woody Debris"
"43","Sessions Creek","II","Gap","9/3/16",0,0,0,0,0,0.0320284697508897,0,0,0,0,0,0,0,0,0.9644128113879,0,0,0,0.00355871886120996,0,0,0
"44","Seven Mile Creek","I","Downstream","12/19/16",0,0,0,0.015817223198594,0,0,0,0,0,0,0.121265377855888,0,0,0,0.175746924428822,0.490333919156415,0,0,0.196836555360281,0,0,0
"45","Seven Mile Creek","I","Downstream","3/3/17",0,0,0,0.21551724137931,0,0,0,0,0,0,0,0,0,0,0.0982758620689655,0.341379310344828,0,0,0.344827586206897,0,0,0
"46","Seven Mile Creek","I","Downstream","8/30/16",0,0,0,0.353503184713376,0,0.0222929936305733,0,0,0,0.00955414012738853,0.321656050955414,0,0,0,0.00955414012738853,0.133757961783439,0,0,0.14968152866242,0,0,0
"47","Seven Mile Creek","I","Gap","12/19/16",0,0,0,0.017426273458445,0,0,0,0,0,0,0,0,0,0,0.0402144772117962,0.733243967828418,0,0,0.20911528150134,0,0,0
"48","Seven Mile Creek","I","Gap","3/3/17",0,0,0,0.0897790055248619,0.031767955801105,0,0,0,0,0,0,0,0,0,0.109116022099448,0.493093922651934,0,0,0.276243093922652,0,0,0
"49","Seven Mile Creek","I","Gap","8/30/16",0.0634920634920635,0,0,0.0476190476190476,0.232804232804233,0,0,0,0,0,0,0,0,0,0.142857142857143,0.126984126984127,0,0,0.386243386243386,0,0,0
"50","Seven Mile Creek","I","Upstream","10/23/15",0,0,0,0.693181818181818,0,0,0,0,0,0,0,0,0,0,0.306818181818182,0,0,0,0,0,0,0
"51","Seven Mile Creek","I","Upstream","12/19/16",0,0,0,0.035031847133758,0,0,0,0,0,0,0,0,0,0,0.0652866242038217,0.748407643312102,0,0,0.151273885350318,0,0,0
"52","Seven Mile Creek","I","Upstream","3/3/17",0,0,0,0.127829560585885,0,0,0,0,0,0,0,0,0,0,0.0213049267643142,0.697736351531292,0,0,0.153129161118509,0,0,0
"53","Seven Mile Creek","I","Upstream","8/30/16",0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0.0102564102564103,0,0.364102564102564,0.430769230769231,0,0,0.041025641025641,0,0,0
"54","Seven Mile Creek","II","Downstream","10/23/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333333333,0.177777777777778,0,0,0.0888888888888889,0,0,0
"55","Seven Mile Creek","II","Downstream","12/19/16",0,0,0,0.293421052631579,0,0,0,0,0,0,0,0,0,0,0.0539473684210526,0.651315789473684,0,0,0.00131578947368421,0,0,0
"56","Seven Mile Creek","II","Downstream","3/3/17",0,0,0,0.165656565656566,0,0,0,0,0,0,0,0,0,0,0.0404040404040404,0.404040404040404,0,0,0.38989898989899,0,0,0
"57","Seven Mile Creek","II","Downstream","8/30/16",0.0362694300518135,0,0.0958549222797927,0,0.259067357512953,0.038860103626943,0,0,0,0.0155440414507772,0.282383419689119,0,0,0,0,0,0,0,0.272020725388601,0,0,0
"58","Seven Mile Creek","II","Gap","12/19/16",0,0,0,0.126547455295736,0,0,0,0,0,0,0.0206327372764787,0,0,0,0.0687757909215956,0.682255845942228,0,0,0.101788170563961,0,0,0
"59","Seven Mile Creek","II","Gap","3/3/17",0,0,0,0.268041237113402,0,0,0,0,0,0,0,0,0,0,0.0247422680412371,0.593814432989691,0,0,0.11340206185567,0,0,0
"60","Seven Mile Creek","II","Gap","8/30/16",0,0,0.465753424657534,0,0.0479452054794521,0,0,0,0,0,0.0958904109589041,0,0.0136986301369863,0,0,0,0,0,0.321917808219178,0,0,0.0547945205479452
"61","Seven Mile Creek","II","Gap","9/21/15",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Seven Mile Creek","II","Upstream","12/19/16",0,0,0,0.0650406504065041,0,0,0,0,0,0,0,0,0,0,0,0.777777777777778,0,0,0.157181571815718,0,0,0
"63","Seven Mile Creek","II","Upstream","3/3/17",0,0,0,0.0923694779116466,0,0,0,0,0,0,0,0,0,0,0,0.397590361445783,0,0.0227576974564926,0.487282463186078,0,0,0
"64","Seven Mile Creek","II","Upstream","8/30/16",0.0993788819875776,0,0,0.173913043478261,0,0,0,0,0,0,0.608695652173913,0,0,0,0,0,0,0,0.0062111801242236,0,0,0.111801242236025
"65","Spring Brook","I","Gap","1/8/17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"66","Spring Brook","I","Gap","12/3/16",0.0245535714285714,0,0.0714285714285714,0,0,0.0848214285714286,0,0,0,0,0.0245535714285714,0,0.00446428571428571,0,0,0.149553571428571,0.015625,0,0.488839285714286,0,0.136160714285714,0
"67","Spring Brook","I","Gap","8/30/16",0,0,0.21830985915493,0,0,0.316901408450704,0,0,0,0,0,0,0,0,0,0,0,0,0.464788732394366,0,0,0
"68","Spring Brook","I","Gap","Year 2015",0.116788321167883,0,0.306569343065693,0,0,0.109489051094891,0,0,0,0,0,0,0,0,0.240875912408759,0,0,0.0364963503649635,0.18978102189781,0,0,0
"69","Spring Brook","I","Upstream","1/8/17",0,0,0,0.020746887966805,0,0,0,0,0,0,0.0186721991701245,0,0,0,0,0,0,0,0.96058091286307,0,0,0
"70","Spring Brook","I","Upstream","10/19/15",0,0,0,0,0,0.17910447761194,0,0,0,0,0,0,0,0,0,0,0,0,0.82089552238806,0,0,0
"71","Spring Brook","I","Upstream","12/3/16",0,0,0,0,0,0,0,0,0,0,0.0545023696682465,0,0,0,0,0.348341232227488,0,0,0.580568720379147,0,0.0165876777251185,0
"72","Spring Brook","I","Upstream","Year 2015",0,0,0.0882352941176471,0,0,0.205882352941176,0,0,0,0,0,0,0,0,0.0882352941176471,0,0,0,0.598039215686274,0,0.0196078431372549,0
"73","Spring Brook","II","Downstream","1/8/17",0,0,0.229452054794521,0,0,0.0273972602739726,0,0,0,0,0,0,0,0,0,0.0958904109589041,0,0,0.400684931506849,0,0.0171232876712329,0.229452054794521
"74","Spring Brook","II","Downstream","10/19/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"75","Spring Brook","II","Downstream","12/3/16",0,0,0,0.0588235294117647,0,0.0168067226890756,0,0,0,0,0,0,0,0,0.0504201680672269,0.394957983193277,0,0,0.478991596638655,0,0,0
"76","Spring Brook","II","Downstream","8/30/16",0.0448877805486284,0,0.316708229426434,0,0,0.139650872817955,0,0,0,0,0.109725685785536,0,0,0,0,0,0,0,0.331670822942643,0,0.057356608478803,0
"77","Spring Brook","II","Gap","1/8/17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"78","Spring Brook","II","Gap","12/3/16",0,0,0,0,0.0857142857142857,0,0,0,0,0,0,0,0,0,0,0.620952380952381,0,0,0.260952380952381,0,0.0323809523809524,0
"79","Spring Brook","II","Gap","8/30/16",0.186440677966102,0,0.122881355932203,0,0,0.173728813559322,0,0,0,0,0.199152542372881,0,0,0,0.165254237288136,0,0,0,0.13135593220339,0,0.0211864406779661,0
"80","Spring Brook","II","Gap","Year 2015",0.129032258064516,0,0,0,0,0.370967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"81","Spring Creek","I","Downstream","1/28/17",0,0.0818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302272727272727,0,0,0.615909090909091,0,0,0
"82","Spring Creek","I","Downstream","12/3/16",0,0,0,0,0.0716612377850163,0,0,0,0,0,0,0,0,0,0.198697068403909,0.495114006514658,0,0,0.234527687296417,0,0,0
"83","Spring Creek","I","Downstream","8/29/16",0.502380952380952,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0.161904761904762,0,0,0,0.326190476190476,0,0,0
"84","Spring Creek","I","Gap","1/28/17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22027027027027,0,0,0.77972972972973,0,0,0
"85","Spring Creek","I","Gap","12/3/16",0.0982456140350877,0,0.16140350877193,0,0,0,0,0,0,0,0.0807017543859649,0,0,0,0,0.456140350877193,0,0,0.203508771929825,0,0,0
"86","Spring Creek","I","Gap","8/29/16",0,0,0,0,0.226415094339623,0,0,0,0,0,0,0,0,0,0.0518867924528302,0,0,0,0.721698113207547,0,0,0
"87","Spring Creek","I","Upstream","1/28/17",0,0.0116414435389988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110593713620489,0,0,0.582072176949942,0,0,0.29569266589057
"88","Spring Creek","I","Upstream","12/3/16",0,0.0568475452196382,0,0,0.0956072351421189,0.310077519379845,0,0,0,0,0,0,0,0,0,0.147286821705426,0,0.10077519379845,0.289405684754522,0,0,0
"89","Spring Creek","I","Upstream","8/29/16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0,0.986425339366516,0,0,0
"90","Spring Creek","II","Downstream","1/28/17",0,0,0,0,0,0,0,0,0,0,0.0612244897959184,0,0,0,0,0.475510204081633,0,0,0.346938775510204,0,0,0.116326530612245
"91","Spring Creek","II","Downstream","10/31/15",0,0,0,0,0,0,0,0,0,0,0.272727272727273,0,0,0,0,0.727272727272727,0,0,0,0,0,0
"92","Spring Creek","II","Downstream","12/3/16",0,0,0,0,0.299363057324841,0.0191082802547771,0,0,0,0,0,0,0,0,0.0732484076433121,0.222929936305732,0,0,0.385350318471338,0,0,0
"93","Spring Creek","II","Downstream","8/29/16",0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0,0,0.336538461538462,0,0,0.278846153846154,0,0,0
"94","Spring Creek","II","Gap","1/28/17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189189189189,0,0,0.810810810810811,0,0,0
"95","Spring Creek","II","Gap","12/3/16",0.47557003257329,0,0,0,0.110749185667752,0,0,0,0,0,0,0,0,0,0.110749185667752,0.120521172638436,0,0,0.182410423452769,0,0,0
"96","Spring Creek","II","Gap","8/29/16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278409090909091,0,0,0.403409090909091,0,0,0.318181818181818
"97","Spring Creek","II","Upstream","1/28/17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406813627254509,0,0,0.593186372745491,0,0,0
"98","Spring Creek","II","Upstream","12/3/16",0.407572383073497,0.211581291759465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167037861915367,0,0,0.21380846325167,0,0,0
"99","Spring Creek","II","Upstream","8/29/16",0,0,0,0,0.307017543859649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692982456140351,0,0,0
"100","Stoney Creek","I","Downstream","12/4/16",0,0,0,0,0,0.0109034267912773,0,0,0,0,0,0,0.0809968847352025,0,0,0.358255451713396,0,0,0.549844236760125,0,0,0
"101","Stoney Creek","I","Downstream","2/11/17",0,0,0,0,0,0,0,0,0,0,0,0,0.00727513227513228,0,0,0.237433862433862,0,0,0.755291005291005,0,0,0
"102","Stoney Creek","I","Downstream","9/18/16",0,0,0,0,0,0,0,0,0,0,0,0,0.00697674418604651,0.246511627906977,0.0813953488372093,0.406976744186047,0,0,0.258139534883721,0,0,0
"103","Stoney Creek","I","Gap","12/4/16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653789004457652,0.150074294205052,0,0,0.784546805349183,0,0,0
"104","Stoney Creek","I","Gap","2/11/17",0,0,0,0.0660550458715596,0,0.0201834862385321,0,0,0,0,0,0,0.185321100917431,0,0,0.297247706422018,0,0.0642201834862385,0.36697247706422,0,0,0
"105","Stoney Creek","I","Gap","9/18/16",0.0793103448275862,0,0.162068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0.613793103448276,0,0,0.144827586206897,0,0,0
"106","Stoney Creek","I","Gap","9/26/15",0,0,0,0,0,0,0,0,0,0,0.591549295774648,0,0,0,0,0.408450704225352,0,0,0,0,0,0
"107","Stoney Creek","I","Upstream","12/4/16",0.0360205831903945,0,0.447684391080617,0,0,0.0137221269296741,0,0,0,0,0,0,0,0,0,0,0,0,0.502572898799314,0,0,0
"108","Stoney Creek","I","Upstream","12/5/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813278008298755,0,0,0.186721991701245,0,0,0
"109","Stoney Creek","I","Upstream","2/11/17",0,0,0,0,0,0.0439146800501882,0,0,0,0,0,0,0.0200752823086575,0,0.041405269761606,0.122961104140527,0,0,0.771643663739021,0,0,0
"110","Stoney Creek","I","Upstream","9/18/16",0,0.0159235668789809,0.21656050955414,0,0.0573248407643312,0,0,0.245222929936306,0,0,0,0,0,0,0,0.0987261146496815,0,0,0.36624203821656,0,0,0
"111","Stoney Creek","II","Downstream","12/4/16",0,0.08,0.154285714285714,0,0,0,0,0,0,0,0.0628571428571429,0,0,0,0,0.373333333333333,0,0,0.329523809523809,0,0,0
"112","Stoney Creek","II","Downstream","12/5/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"113","Stoney Creek","II","Downstream","2/11/17",0.0388888888888889,0,0.0698412698412698,0,0,0.0174603174603175,0,0,0,0,0.0134920634920635,0,0.143650793650794,0,0.0976190476190476,0.096031746031746,0,0,0.523015873015873,0,0,0
"114","Stoney Creek","II","Downstream","8/28/15",0,0,0.320754716981132,0,0,0,0,0,0.132075471698113,0,0.19811320754717,0,0,0,0,0,0,0,0.349056603773585,0,0,0
"115","Stoney Creek","II","Downstream","9/18/16",0,0,0,0,0,0,0,0,0.0433070866141732,0,0.0669291338582677,0,0,0,0,0.094488188976378,0,0,0.488188976377953,0,0,0.307086614173228
"116","Stoney Creek","II","Gap","12/4/16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455373406193078,0,0,0,0.954462659380692,0,0,0
"117","Stoney Creek","II","Gap","2/11/17",0.0251529571719918,0,0.135961930659415,0,0,0.00747790618626784,0,0.0271923861318831,0,0,0.0312712440516655,0,0.123045547246771,0,0,0.125084976206662,0,0.00747790618626784,0.517335146159075,0,0,0
"118","Stoney Creek","II","Gap","9/18/16",0.195945945945946,0,0.0472972972972973,0,0,0,0,0,0,0,0,0,0.00675675675675676,0,0,0,0,0,0.388513513513513,0,0,0.361486486486487
"119","Trout Creek","I","Gap","1/7/17",0,0,0,0,0,0,0,0,0,0,0.121356335514575,0,0,0,0,0.204045211183819,0,0,0.674598453301606,0,0,0
"120","Trout Creek","I","Gap","12/10/16",0,0,0,0,0,0.0492227979274611,0,0,0,0,0.212435233160622,0,0,0,0,0,0,0,0.458549222797927,0,0.27979274611399,0
"121","Trout Creek","I","Gap","9/17/16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0.933333333333333,0,0,0
"122","Trout Creek","I","Gap","9/26/15",0,0,0,0,0,0,0,0,0,0,0.930769230769231,0,0.0692307692307692,0,0,0,0,0,0,0,0,0
"123","Trout Creek","I","Upstream","1/7/17",0,0,0,0,0,0.168093956447272,0,0,0,0,0.0374357719598728,0,0,0,0,0,0,0,0.794470271592855,0,0,0
"124","Trout Creek","I","Upstream","12/10/16",0,0,0,0,0,0.0813492063492063,0,0,0,0,0.115079365079365,0,0,0,0,0,0,0,0.777777777777778,0,0.0257936507936508,0
"125","Trout Creek","I","Upstream","9/17/16",0,0,0,0,0,0,0,0,0,0,0.945544554455445,0,0,0,0,0,0,0,0.0544554455445545,0,0,0
"126","Trout Creek","I","Upstream","9/26/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615384615,0,0,0,0,0.384615384615385,0,0,0
"127","Trout Creek","II","Downstream","1/7/17",0,0,0.0670520231213873,0,0,0,0,0,0,0,0,0,0,0,0,0.427745664739884,0,0,0.505202312138728,0,0,0
"128","Trout Creek","II","Downstream","11/7/15",0,0,0,0.028169014084507,0,0,0,0,0,0,0.119718309859155,0,0,0,0,0,0,0,0.852112676056338,0,0,0
"129","Trout Creek","II","Downstream","12/10/16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586363636363636,0,0,0.384090909090909,0,0.0295454545454545,0
"130","Trout Creek","II","Downstream","9/17/16",0,0.0368421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152631578947368,0,0,0.810526315789474,0,0,0
"131","Trout Creek","II","Gap","12/10/16",0.168765743073048,0,0,0,0,0,0,0,0,0,0.035264483627204,0,0,0,0,0.632241813602015,0,0,0.123425692695214,0,0.0403022670025189,0
