"","Gap_location","Aquatic_Transect_width","Terrestrial_Transect_Live_Richness","Gap_Area","Year_Gapformation","Aquatic_LWDens","Aquatic_LWvolpL","log10Terrestrial_Total_Live_Density","Terrestrial_Ash_Live_Density_bi","Terrestrial_Basswood_Live_Density_bi","Terrestrial_Oak_Live_Density_bi","log10Terrestrial_Total_CWD_Density_nz","Terrestrial_2_CWD_Density_bi","log10Aquatic_InSitFreq_nz","Aquatic_pervolinjam","ALL_Richness","ALL_prop_Ash","ALL_prop_Aspen","ALL_prop_Basswood","ALL_prop_Beech","ALL_prop_Hophornbeam","ALL_prop_Black_Cherry","ALL_prop_Black_Walnut","ALL_prop_Buckthorn","ALL_prop_Dogwood","ALL_prop_Elm","ALL_prop_Grass","ALL_prop_Maple","ALL_prop_Oak","ALL_prop_Unknown","ALL_prop_Woody_Debris","Water_temp","log10mScm"
"log10Terrestrial_Total_CWD_Density_nz",-0.0913768064206082,-0.420708794090334,0.290613947407735,-0.16745423641391,-0.221044194726897,0.150468066893223,-0.346098038408089,-0.107141835555001,0.368091202567956,0.022593342028602,-0.0655691945921537,1,0.219228764582434,0.277015041959989,-0.322854257919853,-0.12821407278139,0.160433730673343,-0.0196028845504688,-0.371420370714228,0.0380336597890438,0.190778370110575,-0.185698085821411,0.0456858996789058,-0.0190572845194736,0.0128682965431002,-0.247761556081578,0.218356585362269,-0.230190771338723,0.356217358722866,-0.042272794651223,0.168122742658874,0.0347369294986416,0.167666228236734
"Terrestrial_2_CWD_Density_bi",0.574592578704838,0.0963832821656841,0.362317506861636,0.183882497654095,-0.0157386410015606,-0.151073192017599,0.300535304205996,-0.10525083658656,-0.244713323712811,0.234527687570312,0.535129226975321,0.219228764582434,1,0.0270790349891916,0.0974587832291466,-0.206106640970367,0.0173989301379494,-0.0696731198167318,-0.237068709877144,0.0766807943239613,0.0945952177428609,-0.146159557480783,-0.350202654227902,0.00861086629795597,-0.14393954112305,-0.111391048082646,0.300053748453962,-0.131303412985233,-0.0376238902375231,0.209660031785031,0.259549440803044,-0.0256944420935047,0.0447561623709709
"log10Aquatic_InSitFreq_nz",-0.12118624190318,-0.24584563151876,-0.4456464919432,-0.169711337862934,-0.335584939705874,0.473286299133144,0.0267379680840647,-0.251340023458365,0.53058185445749,0.0711438505804318,-0.0237148231172248,0.277015041959989,0.0270790349891916,1,-0.186766276558294,-0.24464938255153,0.303114934411959,-0.114503228691092,-0.187121732572881,0.0968255086642653,0.164387698910641,0.108083784922697,-0.304329313880356,-0.305228490526418,-0.175909696659587,-0.230781280031168,0.0642751165061528,-0.0526551659055188,0.0285828149182497,0.0313976572641458,0.110831382053741,0.0104277698274309,0.258772401251775
"Aquatic_pervolinjam",0.220937188789151,0.276214521038402,0.0634699243052492,0.117247169001835,0.0951483054756809,-0.0858719923651515,-0.230114541159149,0.0850196362150703,0.0809147997808298,-0.06044173211469,-0.143160139931785,-0.322854257919853,0.0974587832291466,-0.186766276558294,1,-0.132781526555798,-0.143995983806819,0.0629545326599571,0.145659367112074,-0.126804840033235,-0.232276884631128,0.234917204647653,-0.12670355866251,0.00791696830220301,-0.0729833775553649,0.050192126271003,0.0741465083076018,0.110920494686634,-0.143095667766086,0.0640928752311927,-0.160703849840048,-0.0149645758486344,-0.124692113843881
"ALL_Richness",-0.125685980589714,0.129545687720965,0.0601583541314901,-0.0285336583627432,0.209848432699135,-0.092179328945591,0.0492259889635719,0.0604473802964013,-0.276512183654763,-0.0887550659230175,0.115078492448722,-0.12821407278139,-0.206106640970367,-0.24464938255153,-0.132781526555798,1,0.0979943983239729,0.233188173220858,0.270975573762357,0.389634724886873,0.0580464485442875,0.0890329518346987,0.335989224325701,0.33311541996002,0.128230325802662,0.46955617341833,0.0903012367448015,-0.0562475179858892,0.0169269873044259,-0.395595264415625,-0.250110596358671,0.224203935440208,-0.0587452474734464
"ALL_prop_Ash",-0.127632786918153,-0.256701188126407,-0.0592672267542679,0.0243051030988088,-0.214439956050574,0.30921350741795,0.0102084916243987,-0.122034020406196,0.235008389042306,0.355547212496665,0.0173893382698423,0.160433730673343,0.0173989301379494,0.303114934411959,-0.143995983806819,0.0979943983239729,1,0.293573463247329,-0.0252772621600293,-0.118768279777564,0.0857105163572919,-0.128295222493971,-0.0647251861985932,-0.0441182642974548,-0.0932015714017648,-0.100729454301301,-0.0235170181730848,-0.0741281284759286,-0.124345717299001,-0.1362410808843,-0.0330080190217678,0.0697160573854087,0.282717326430059
"ALL_prop_Aspen",-0.198535961910992,0.153359176336343,0.0822829223262471,0.361590870233118,0.0633881759418131,-0.0553032132827636,-0.146133970565781,-0.105613203519284,0.0967288188413169,0.447804812378286,0.110715629114288,-0.0196028845504688,-0.0696731198167318,-0.114503228691092,0.0629545326599571,0.233188173220858,0.293573463247329,1,-0.0577578780861367,-0.137917932021331,-0.103869898746837,-0.0305503764234357,-0.0457151513103967,0.533185112742791,-0.102402630623903,0.0833628615458316,0.10649308410372,-0.132019265813296,-0.212128641826984,0.0707710854397043,-0.0691723653265959,-0.0705697344604807,-0.0516540628367159
"ALL_prop_Basswood",-0.211839436020834,0.247397356226034,-0.0738846237774654,0.224000679560878,-0.0179940698060561,-0.266996826419362,0.0258395883550699,0.119255010689265,-0.160545446676363,0.156188279053492,0.113423082118792,-0.371420370714228,-0.237068709877144,-0.187121732572881,0.145659367112074,0.270975573762357,-0.0252772621600293,-0.0577578780861367,1,-0.17086179162639,-0.094922802197794,0.318598714132666,-0.0795475018038182,-0.067418361926562,0.128926650383157,0.0720924819306018,-0.0671826556540188,-0.136541433730986,-0.254973467402502,0.00343805789729921,-0.0608547959803971,0.28348528069234,0.112815156576066
"ALL_prop_Beech",0.0919039846320025,-0.114711497346775,-0.113249039152117,-0.25509515681737,0.368064141135209,0.261713999004533,0.266491767232586,0.0551859699043289,-0.320641379651596,-0.496172838236385,0.143445388285747,0.0380336597890438,0.0766807943239613,0.0968255086642653,-0.126804840033235,0.389634724886873,-0.118768279777564,-0.137917932021331,-0.17086179162639,1,-0.0436584347898516,-0.0761679576085117,0.119715014544467,0.131326998156517,0.124360685528532,0.443844471779653,0.0384737977368728,-0.0573264163220103,0.159416291462998,-0.248261965430821,-0.0713021081801676,0.110411302625357,-0.295485289700378
"ALL_prop_Hophornbeam",0.109825124550183,-0.400125564063711,-0.15006910056888,-0.0214070743669213,-0.160065205588523,0.0716071823767325,-0.174134488223996,-0.206861841487308,0.0820770057077688,-0.066801226508439,-0.246630004245719,0.190778370110575,0.0945952177428609,0.164387698910641,-0.232276884631128,0.0580464485442875,0.0857105163572919,-0.103869898746837,-0.094922802197794,-0.0436584347898516,1,-0.100728762014212,-0.0490671968045327,0.0317676196407801,0.0455213533481359,-0.0819828207409978,-0.116696439684349,-0.110405324509861,-0.149349377942238,0.0486088282895082,-0.0685074991926392,0.32814661999105,0.446598764618235
"ALL_prop_Black_Cherry",-0.117950017372314,0.17238499091573,0.0272242184516396,-0.00467517960965707,0.0474619729785393,-0.0691847324143107,-0.0398799928949062,0.082302161757565,0.212325385467347,-0.112652094470971,-0.146899613983328,-0.185698085821411,-0.146159557480783,0.108083784922697,0.234917204647653,0.0890329518346987,-0.128295222493971,-0.0305503764234357,0.318598714132666,-0.0761679576085117,-0.100728762014212,1,-0.0784684895069568,-0.00890932612344483,-0.0182629522891149,-0.0729910640784028,0.00939744629380797,0.443109148097431,-0.287459247813089,-0.227004227788235,-0.12091554738978,0.258062186093011,0.110329203282003
"ALL_prop_Black_Walnut",0.00445692312332447,-0.235302400119717,0.0429874844235253,-0.179231133497057,0.0423349222010785,0.0493834923888837,-0.142535713784014,0.0934458704366759,-0.214067328862719,-0.330764927987331,-0.340392995543398,0.0456858996789058,-0.350202654227902,-0.304329313880356,-0.12670355866251,0.335989224325701,-0.0647251861985932,-0.0457151513103967,-0.0795475018038182,0.119715014544467,-0.0490671968045327,-0.0784684895069568,1,-0.0125669451698947,0.0533634275776552,0.11910452429186,-0.109090850667517,-0.0292242361680345,0.212432242366123,-0.105954882291951,-0.023260847570483,-0.106795622160311,-0.0517767546187491
"ALL_prop_Buckthorn",-0.0895111796602381,0.0386783307824163,0.156935409185813,0.159829704328258,0.145518602643525,0.040981569311183,-0.0870767319047025,0.106319121418868,-0.246476366781623,0.0628243170087825,-0.00265679764406988,-0.0190572845194736,0.00861086629795597,-0.305228490526418,0.00791696830220301,0.33311541996002,-0.0441182642974548,0.533185112742791,-0.067418361926562,0.131326998156517,0.0317676196407801,-0.00890932612344483,-0.0125669451698947,1,-0.0111742423061546,0.25639006198603,-0.0623076732361536,-0.0132974904178667,-0.153208971196315,0.00305335406519128,-0.00624809731227274,0.0824556125973018,-0.0334370745651428
"ALL_prop_Dogwood",0.410829427903576,-0.178706538695107,-0.0198071422362439,-0.152592531486265,0.0827894895786178,-0.132190034958739,-0.165222997933783,0.00107618217274049,-0.304986017597697,-0.544177656226104,-0.267341715629258,0.0128682965431002,-0.14393954112305,-0.175909696659587,-0.0729833775553649,0.128230325802662,-0.0932015714017648,-0.102402630623903,0.128926650383157,0.124360685528532,0.0455213533481359,-0.0182629522891149,0.0533634275776552,-0.0111742423061546,1,0.47273611537382,-0.114910260814487,-0.0600413640181139,-0.141297638731758,0.0478206880777853,-0.0436559722356245,0.205678304886774,0.0627860258331047
"ALL_prop_Elm",0.280114469728755,-0.0314816531157966,-0.148763874859642,-0.0442934637672698,0.258755628235336,0.0144125582423154,0.01826923734485,0.0154425844923215,-0.486685179681687,-0.37277561788581,-0.0890110651644857,-0.247761556081578,-0.111391048082646,-0.230781280031168,0.050192126271003,0.46955617341833,-0.100729454301301,0.0833628615458316,0.0720924819306018,0.443844471779653,-0.0819828207409978,-0.0729910640784028,0.11910452429186,0.25639006198603,0.47273611537382,1,-0.113406574565096,-0.0769103406475132,-0.0821288316198354,-0.15227279491416,-0.0264472553450318,0.133539215677522,-0.0294734161678031
"ALL_prop_Grass",0.045261424367726,0.217993372879416,0.146169329054971,-0.0335014177643944,-0.326130072945275,-0.194881544332998,-0.0266293862838649,-0.212992759253065,0.178678796777606,0.41724376262778,0.550373572758953,0.218356585362269,0.300053748453962,0.0642751165061528,0.0741465083076018,0.0903012367448015,-0.0235170181730848,0.10649308410372,-0.0671826556540188,0.0384737977368728,-0.116696439684349,0.00939744629380797,-0.109090850667517,-0.0623076732361536,-0.114910260814487,-0.113406574565096,1,-0.126747558315784,0.0120937825228147,0.0898886485690395,-0.0498673864597936,-0.153690066197504,-0.0607312081681804
"ALL_prop_Maple",-0.0029723754946301,0.177139093561287,0.040453630144628,-0.136575203787941,0.179200080013096,0.0214405403313208,0.311600404959803,0.139338461203524,0.0892784758925777,-0.171607383919785,-0.105917066697403,-0.230190771338723,-0.131303412985233,-0.0526551659055188,0.110920494686634,-0.0562475179858892,-0.0741281284759286,-0.132019265813296,-0.136541433730986,-0.0573264163220103,-0.110405324509861,0.443109148097431,-0.0292242361680345,-0.0132974904178667,-0.0600413640181139,-0.0769103406475132,-0.126747558315784,1,-0.300514622210148,-0.482715715909851,-0.136009054655755,0.204288081752058,0.0667579445351918
"ALL_prop_Oak",-0.110553425790219,-0.133823318701654,0.0437719211976744,-0.236892354720392,0.130710675945288,0.139277529690189,-0.0719637272519733,0.117416765594271,0.0307915888516405,-0.251002361298116,-0.0413338081323544,0.356217358722866,-0.0376238902375231,0.0285828149182497,-0.143095667766086,0.0169269873044259,-0.124345717299001,-0.212128641826984,-0.254973467402502,0.159416291462998,-0.149349377942238,-0.287459247813089,0.212432242366123,-0.153208971196315,-0.141297638731758,-0.0821288316198354,0.0120937825228147,-0.300514622210148,1,-0.341275284583164,0.098114218557391,-0.420236500666821,-0.346423387074206
"ALL_prop_Unknown",0.19187289949282,-0.037344684140022,-0.0158813231888136,0.147888035624843,-0.292878526095304,-0.146703039619644,-0.128977511213233,-0.130449363538771,-0.0287331663546168,0.242467788980018,0.0644529032471391,-0.042272794651223,0.209660031785031,0.0313976572641458,0.0640928752311927,-0.395595264415625,-0.1362410808843,0.0707710854397043,0.00343805789729921,-0.248261965430821,0.0486088282895082,-0.227004227788235,-0.105954882291951,0.00305335406519128,0.0478206880777853,-0.15227279491416,0.0898886485690395,-0.482715715909851,-0.341275284583164,1,0.0264499873668384,-0.282519905361938,0.000130581162130843
"ALL_prop_Woody_Debris",0.0758634564131261,-0.28964070000568,-0.0408248218944929,0.0238447278697085,-0.136332704404385,0.170370982555984,-0.00133596875989913,0.0947265081911746,-0.291643705465905,0.0734724347274102,0.0556738569344009,0.168122742658874,0.259549440803044,0.110831382053741,-0.160703849840048,-0.250110596358671,-0.0330080190217678,-0.0691723653265959,-0.0608547959803971,-0.0713021081801676,-0.0685074991926392,-0.12091554738978,-0.023260847570483,-0.00624809731227274,-0.0436559722356245,-0.0264472553450318,-0.0498673864597936,-0.136009054655755,0.098114218557391,0.0264499873668384,1,0.0786489033657539,0.157981843740584
"Water_temp",-0.0262539297781895,-0.071364940254219,0.0172702115613147,-0.0329711187712915,-0.0552643518374168,0.0273774369758351,-0.0303435472782151,-0.0423111695534082,0.000683982211971059,-0.0497098996635381,-0.119510723374769,0.0347369294986416,-0.0256944420935047,0.0104277698274309,-0.0149645758486344,0.224203935440208,0.0697160573854087,-0.0705697344604807,0.28348528069234,0.110411302625357,0.32814661999105,0.258062186093011,-0.106795622160311,0.0824556125973018,0.205678304886774,0.133539215677522,-0.153690066197504,0.204288081752058,-0.420236500666821,-0.282519905361938,0.0786489033657539,1,0.521180083930572
"log10mScm",0.0741947697830591,-0.425969847965492,-0.109577580723083,-0.167261042027279,-0.542986929915043,0.134182109336508,-0.172947098307884,-0.418581984450988,0.264667414832176,0.207537121673777,-0.307807550771898,0.167666228236734,0.0447561623709709,0.258772401251775,-0.124692113843881,-0.0587452474734464,0.282717326430059,-0.0516540628367159,0.112815156576066,-0.295485289700378,0.446598764618235,0.110329203282003,-0.0517767546187491,-0.0334370745651428,0.0627860258331047,-0.0294734161678031,-0.0607312081681804,0.0667579445351918,-0.346423387074206,0.000130581162130843,0.157981843740584,0.521180083930572,1
