"","Stream","Watershed","Gap_location","Aquatic_Transect_width","Terrestrial_Transect_Live_Richness","Gap_Diameter","Gap_Area","Year_Gapformation","Terrestrial_Total_Snag_Density","Terrestrial_Ash_Snag_Density","Terrestrial_Elm_Snag_Density","Terrestrial_Total_CWD_Density_m","Terrestrial_Ash_CWD_Density_m","Terrestrial_Elm_CWD_Density_m","Terrestrial_1_CWD_Density_m","Terrestrial_2_CWD_Density_m","Terrestrial_3_CWD_Density_m","Terrestrial_Total_Live_Density","Terrestrial_Ash_Live_Density","Terrestrial_Elm_Live_Density","Terrestrial_Basswood_Live_Density","Terrestrial_Oak_Live_Density","Terrestrial_Cherry_Live_Density","Terrestrial_Hickory_Live_Density","Terrestrial_Acer_Live_Density","Terrestrial_Beech_Live_Density","Terrestrial_Buckthorn_Live_Density","Terrestrial_Walnut_Live_Density","Terrestrial_Hophornbeam_Live_Density","Terrestrial_Aspen_Live_Density","Aquatic_LWFreq","Aquatic_InSitFreq","Aquatic_LJFreq","Aquatic_LWDens","Aquatic_LWvolpL","Aquatic_LWvolpa","Aquatic_JvolpL"
"Terrestrial_Elm_Snag_Density",0.0523041326780784,0,0,-0.248828454446176,0.30149926745755,-0.173194753407832,-0.189617294608003,0.0286010355720677,0.0741142921576917,-0.0912195443766264,1,-0.158481289282478,-0.12623659431649,0.262988545704433,-0.128417250657209,-0.11883147042673,-0.0806452879515665,-0.0643665748457388,-0.096420133773256,0.640281039746078,-0.118905690254862,-0.153811719242821,-0.0915947141643189,-0.088732379346684,-0.0527424514038485,-0.0859916394061917,0.227929351220028,0.518005077303449,-0.0747820589296469,-0.0883227380647933,-0.109537734805303,-0.161828141476544,-0.112990711907629,-0.0190237726039509,-0.187105568358656,-0.167010971959555,0.10140509492989
"Terrestrial_Total_CWD_Density_m",0.40833655910257,-0.396442110750268,-0.0971896728970206,-0.290598875578344,-0.0365536314834899,-0.241277802721542,-0.218602303142868,-0.343166533568125,0.469297536042367,0.573838389996228,-0.158481289282478,1,0.761260640164631,-0.234911429159278,0.656150120772958,0.609199962445491,0.70430430640602,-0.0811875342128456,-0.0287913026743779,-0.0338226790242909,0.395249770180414,0.0060504541290139,-0.00688038248787144,0.140454297276016,-0.298971092352362,-0.219226337700908,0.034175312874988,-0.119755175610127,-0.111460366640485,-0.257002494680047,-0.0894410643575113,0.311103406307125,-0.223366227418,0.0657631277101944,-0.248042721684879,-0.126421384808179,-0.207218402253589
"Terrestrial_Ash_CWD_Density_m",0.425303216969656,-0.537278286674089,-0.160455780146821,-0.199451193608356,0.108812751688876,-0.106381887262875,-0.0665513731555057,-0.408200591320632,0.763251858357117,0.886121390775078,-0.12623659431649,0.761260640164631,1,-0.172244027450568,0.823746063767757,0.714615727349156,0.252588188933829,-0.175240328982137,0.134379725041226,-0.0762320409367524,0.523994888397212,-0.116646148955998,-0.16040378350231,-0.147637349248511,-0.282533026558742,-0.185025383696026,0.0324048273544319,-0.187636329216674,-0.103100815124201,-0.154886937694863,0.152071945113946,0.529142528658025,-0.0348010978625763,0.288042647192545,-0.0651882331267514,0.077090334788574,0.0329037781880391
"Terrestrial_Elm_CWD_Density_m",-0.153166187047467,0.413032351375574,0.413032351375574,-0.0956489568738901,-0.128836780420654,-0.160328364126038,-0.192005418297254,0.275863604956785,-0.187944238655312,-0.182458656451284,0.262988545704433,-0.234911429159278,-0.172244027450568,1,-0.159821173159398,-0.144189708178206,-0.146337606165122,-0.212118911750022,-0.119999289947131,0.0859760372782483,-0.148818485202864,-0.143265274276085,-0.11545114089643,-0.110431526074847,-0.187302336444476,0.901857655174568,-0.0237989859170666,0.0864221199797801,-0.100353427373076,-0.109921708663936,0.248630660364042,0.0557085510875919,0.334392980038749,0.191299612235979,0.237122175559877,0.280207080746181,0.0787459370485662
"Terrestrial_1_CWD_Density_m",0.46455656191187,-0.476212835816214,-0.130046656258924,-0.207269476972239,0.22831232973395,-0.18210627294583,-0.17182101473686,-0.390207298283751,0.685579919245611,0.785290065578469,-0.128417250657209,0.656150120772958,0.823746063767757,-0.159821173159398,1,0.684882382539008,0.0306907169766979,-0.0739807889474394,-0.0950083700634067,0.213124855807407,0.380939203456312,-0.205870568535105,-0.187576748703949,0.208211742564682,-0.0621847222793993,-0.0855564713743477,0.126890719947919,-0.104844797858087,-0.156641162558692,-0.180070118452147,0.193747459640358,0.20446022844142,0.23012753344685,0.309664046616962,-0.0769751479370668,0.0564604179496658,0.0690488473999692
"Terrestrial_2_CWD_Density_m",0.591413544725476,-0.604719486379908,0.230499782614302,0.0686503442731897,0.187264435344998,-0.104274264693873,-0.101716777838447,-0.559264486691287,0.699337262974042,0.700919865513779,-0.11883147042673,0.609199962445491,0.714615727349156,-0.144189708178206,0.684882382539008,1,-0.0586074015852702,-0.139191646333984,-0.115905150977423,-0.103655828413,0.600864051161983,-0.179281026601032,0.307825834265467,-0.145804406756964,-0.244415305986169,-0.170334048706252,0.0234063024638035,-0.179306955701474,-0.137973829776656,-0.180996755517455,-0.104164741997605,0.210154333227969,-0.0784720323594278,-0.0426544703350593,-0.154209849194154,-0.109806119553869,0.0721682133496663
"Terrestrial_3_CWD_Density_m",0.0120988731889791,-0.000724209996671489,-0.311702688608407,-0.2999645604636,-0.301222435010364,-0.14846257022327,-0.121613212269515,0.0417005914022481,-0.128799765362729,0.00153704746445095,-0.0806452879515665,0.70430430640602,0.252588188933829,-0.146337606165122,0.0306907169766979,-0.0586074015852702,1,0.0335133198399264,0.0922653717131517,-0.156198356615099,0.0254395652744377,0.238124085732931,-0.0880080818198781,0.197324227934523,-0.208859850525677,-0.142239105049666,-0.168693213385677,-0.140127218625589,0.0133123840092214,-0.141089181900825,-0.0864865485457942,0.24131340601707,-0.319618872164715,0.0206737037710929,-0.180384729263123,-0.0995579858816654,-0.325645333360386
"Terrestrial_Total_Live_Density",-0.686859368458858,0.698813914744279,-0.0915433851675879,0.337324220538367,-0.190101618901017,0.569084705159612,0.539348923367068,0.572541084408043,-0.402442572060285,-0.329260252600403,-0.0643665748457388,-0.0811875342128456,-0.175240328982137,-0.212118911750022,-0.0739807889474394,-0.139191646333984,0.0335133198399264,1,-0.235952212529073,0.00946601751677887,0.0180805198265363,0.795930621769834,-0.100271403151389,-0.0425748417330403,0.476901380669032,-0.179189391190137,-0.234182530071358,-0.141603443304646,-0.0204694004978263,0.309728862672152,0.348390793698235,-0.16117781560552,0.386063500955799,0.13767243731749,0.225757514781293,0.122644076038212,0.450874916612696
"Terrestrial_Ash_Live_Density",0.135442531706236,-0.285703067462719,-0.599573052338684,-0.170284166709548,-0.0487594776116668,-0.138372796168029,-0.0839720200877172,-0.18859923251214,0.170105276112818,0.324562066571787,-0.096420133773256,-0.0287913026743779,0.134379725041226,-0.119999289947131,-0.0950083700634067,-0.115905150977423,0.0922653717131517,-0.235952212529073,1,-0.19880981221628,-0.0446900759850889,-0.235072563232418,-0.142004063044367,-0.135829973346786,0.0966889281546654,0.0179640218964681,-0.120467923195128,-0.132873223239148,0.64565469229888,-0.135202901641839,0.229765633170442,0.604627482828134,0.00379340826581544,0.31705418569405,-0.182942657568055,-0.101332614071399,-0.137708930253462
"Terrestrial_Elm_Live_Density",0.140353217358373,-0.0685679173112915,0,-0.555839348551145,0.329584528453619,-0.316361682900369,-0.33117499233877,0.00250948140109042,0.139223556230985,-0.0259605413816719,0.640281039746078,-0.0338226790242909,-0.0762320409367524,0.0859760372782483,0.213124855807407,-0.103655828413,-0.156198356615099,0.00946601751677887,-0.19880981221628,1,0.0244047353353755,-0.301745030313655,-0.189682148086406,0.237456569712646,0.0200714181799889,-0.0679844166454908,0.568367233045893,0.753221133513599,-0.158302046760354,-0.182113696402688,-0.0377961968843056,-0.160089336556638,0.0535091975043999,0.185195739783469,-0.301166711987459,-0.174062162362262,-0.136207989555682
"Terrestrial_Basswood_Live_Density",0.358761483442448,-0.663568239725002,0.0174457143570014,-0.201354132256849,-0.0992803510269981,0.0387038473846151,0.0927733909463186,-0.423356892422184,0.258432400095529,0.351152845700067,-0.118905690254862,0.395249770180414,0.523994888397212,-0.148818485202864,0.380939203456312,0.600864051161983,0.0254395652744377,0.0180805198265363,-0.0446900759850889,0.0244047353353755,1,-0.164359913422229,0.28130665780936,-0.168451087398267,-0.341260782046536,-0.166347935726769,-0.166519010158549,-0.164784240099954,-0.149750277776816,0.000662740779787922,-0.0489904087384209,0.594045647113386,-0.0182390480653381,0.201749223654895,-0.123652076063078,0.0513699398824469,-0.228296463844914
"Terrestrial_Oak_Live_Density",-0.688950947453427,0.771758378683986,-0.254333863274792,0.471536006723986,-0.187059072332287,0.60251737999489,0.557790609386791,0.584949307736135,-0.341004992566403,-0.29280735726143,-0.153811719242821,0.0060504541290139,-0.116646148955998,-0.143265274276085,-0.205870568535105,-0.179281026601032,0.238124085732931,0.795930621769834,-0.235072563232418,-0.301745030313655,-0.164359913422229,1,-0.1394214050178,-0.219776628709798,0.0776503046678082,-0.162285497752436,-0.237738875286748,-0.214992525800972,-0.129187543514225,0.420146630707079,0.158169196087834,-0.19813255777874,0.00505940765151519,-0.0874062838547044,0.340765388225799,0.183309472122936,0.2919350531863
"Terrestrial_Cherry_Live_Density",0.0520189428059688,-0.0372208188573951,0.277428872121943,0.383053209149073,0.168560606060606,0.28201045928688,0.256272879777119,-0.114463489208151,0.0154548715127172,-0.13974781379088,-0.0915947141643189,-0.00688038248787144,-0.16040378350231,-0.11545114089643,-0.187576748703949,0.307825834265467,-0.0880080818198781,-0.100271403151389,-0.142004063044367,-0.189682148086406,0.28130665780936,-0.1394214050178,1,-0.130681818181818,-0.258191884743708,-0.127764863965924,-0.0446936243933485,-0.127837133238908,-0.107138255096605,0.332651376201017,-0.444143907440662,-0.209668808897235,-0.228477761954736,-0.426381718446767,-0.321949016046723,-0.381464742292143,-0.171092784013311
"Terrestrial_Hickory_Live_Density",0.169043206741384,-0.244329459116688,0,-0.446326287744751,-0.0833333333333333,-0.139836807124022,-0.106355609733215,-0.141019018704442,-0.195894041118992,-0.0888583909708275,-0.088732379346684,0.140454297276016,-0.147637349248511,-0.110431526074847,0.208211742564682,-0.145804406756964,0.197324227934523,-0.0425748417330403,-0.135829973346786,0.237456569712646,-0.168451087398267,-0.219776628709798,-0.130681818181818,1,0.200139185665771,0.0282779376986954,-0.1481624260711,-0.12227899701113,-0.113592366849413,-0.12442292587426,-0.00953714653608144,-0.178483040747732,0.133708471330745,0.144036732509851,-0.182878544854066,-0.0852666800825534,-0.227056137153746
"Terrestrial_Acer_Live_Density",-0.303511267690453,0.235736610004171,0.191278786602438,0.150862686694063,-0.177524588415401,0.0229456618625886,0.0226506086054537,0.249842290093368,-0.32778529466741,-0.237157846628104,-0.0527424514038485,-0.298971092352362,-0.282533026558742,-0.187302336444476,-0.0621847222793993,-0.244415305986169,-0.208859850525677,0.476901380669032,0.0966889281546654,0.0200714181799889,-0.341260782046536,0.0776503046678082,-0.258191884743708,0.200139185665771,1,-0.0489596738180462,-0.202500110253002,-0.144679986904731,0.321747914783718,-0.256616221391139,0.516698892113198,-0.174627680052173,0.585061076234024,0.266709469263604,0.179004050669306,0.0877079247753047,0.606461162984803
"Terrestrial_Beech_Live_Density",-0.179570531390972,0.440091430647666,0.243814790903991,-0.0399879190752827,-0.150815667726376,-0.182269808996748,-0.208486330112822,0.286204865355471,-0.256975395056147,-0.174223391502377,-0.0859916394061917,-0.219226337700908,-0.185025383696026,0.901857655174568,-0.0855564713743477,-0.170334048706252,-0.142239105049666,-0.179189391190137,0.0179640218964681,-0.0679844166454908,-0.166347935726769,-0.162285497752436,-0.127764863965924,0.0282779376986954,-0.0489596738180462,1,-0.14747842045116,-0.121714484648757,0.10664364137746,-0.123848515864893,0.367610630239238,0.108304648818903,0.488909897979812,0.27925607412696,0.320384793726606,0.373196198614153,-0.0102174924203599
"Terrestrial_Buckthorn_Live_Density",0.129770865772726,-0.047165896596925,0.379173400290185,-0.200469621907983,0.332243016038225,-0.151788385126301,-0.181745325176113,-0.0434155219395656,0.463579489314153,0.214482770752823,0.227929351220028,0.034175312874988,0.0324048273544319,-0.0237989859170666,0.126890719947919,0.0234063024638035,-0.168693213385677,-0.234182530071358,-0.120467923195128,0.568367233045893,-0.166519010158549,-0.237738875286748,-0.0446936243933485,-0.1481624260711,-0.202500110253002,-0.14747842045116,1,0.898610781593606,-0.13464096524454,-0.0377837275536031,-0.422994653514857,-0.285755147746637,-0.247066420866316,-0.345155189273575,-0.400968214805041,-0.436307718052018,-0.0241455979739715
"Terrestrial_Walnut_Live_Density",0.0774387818839552,0,0.313788240032778,-0.358798848065403,0.26086186029041,-0.239387463285098,-0.263493769333176,0.0394140895238236,0.210426624821768,-0.0485543446192218,0.518005077303449,-0.119755175610127,-0.187636329216674,0.0864221199797801,-0.104844797858087,-0.179306955701474,-0.140127218625589,-0.141603443304646,-0.132873223239148,0.753221133513599,-0.164784240099954,-0.214992525800972,-0.127837133238908,-0.12227899701113,-0.144679986904731,-0.121714484648757,0.898610781593606,1,-0.111119685491732,-0.121714484648757,-0.375816757446003,-0.256310840620421,-0.255362980246179,-0.251846572511632,-0.370721550965713,-0.375046456553223,-0.0796478232516003
"Terrestrial_Hophornbeam_Live_Density",-0.091870055836461,0.0487683338371354,-0.451315669170341,0.106418247478734,0.23665076426961,-0.194817419227911,-0.181743050491682,0.0778050370834645,-0.0236693969405173,0.0167768864205236,-0.0747820589296469,-0.111460366640485,-0.103100815124201,-0.100353427373076,-0.156641162558692,-0.137973829776656,0.0133123840092214,-0.0204694004978263,0.64565469229888,-0.158302046760354,-0.149750277776816,-0.129187543514225,-0.107138255096605,-0.113592366849413,0.321747914783718,0.10664364137746,-0.13464096524454,-0.111119685491732,1,-0.11306795712309,0.128991590062727,0.216935635411338,0.151788347302519,0.0187458305060672,-0.0479688606506653,-0.0810991271887317,-0.133242216387751
"Terrestrial_Aspen_Live_Density",-0.64631640558506,0.603806962449797,-0.275620264595556,0.479455149712639,0.143274884340057,0.771692596130184,0.753709989193618,0.401051403682825,-0.084228314899774,-0.117237093552467,-0.0883227380647933,-0.257002494680047,-0.154886937694863,-0.109921708663936,-0.180070118452147,-0.180996755517455,-0.141089181900825,0.309728862672152,-0.135202901641839,-0.182113696402688,0.000662740779787922,0.420146630707079,0.332651376201017,-0.12442292587426,-0.256616221391139,-0.123848515864893,-0.0377837275536031,-0.121714484648757,-0.11306795712309,1,-0.289306456704745,-0.284678281310172,0.104253654923517,-0.339349972461519,-0.171416294923923,-0.266964180108023,0.0504818004556827
"Aquatic_LWFreq",-0.331323286778862,0.362721626946957,-0.211920304552072,-0.108614987855396,-0.17516206919997,-0.0394111869955816,-0.0352394776536067,0.360502649837741,-0.155626623999156,0.0118432190453832,-0.109537734805303,-0.0894410643575113,0.152071945113946,0.248630660364042,0.193747459640358,-0.104164741997605,-0.0864865485457942,0.348390793698235,0.229765633170442,-0.0377961968843056,-0.0489904087384209,0.158169196087834,-0.444143907440662,-0.00953714653608144,0.516698892113198,0.367610630239238,-0.422994653514857,-0.375816757446003,0.128991590062727,-0.289306456704745,1,0.386189579542342,0.577863431482776,0.878153209421314,0.483055993186706,0.592139541973345,0.328421952294033
"Aquatic_InSitFreq",0.272008451825648,-0.479603825909577,-0.281765636151379,-0.435019871847873,-0.327731277354301,-0.148268343199246,-0.0659228235885195,-0.305947617650349,0.180689706637853,0.421222014165808,-0.161828141476544,0.311103406307125,0.529142528658025,0.0557085510875919,0.20446022844142,0.210154333227969,0.24131340601707,-0.16117781560552,0.604627482828134,-0.160089336556638,0.594045647113386,-0.19813255777874,-0.209668808897235,-0.178483040747732,-0.174627680052173,0.108304648818903,-0.285755147746637,-0.256310840620421,0.216935635411338,-0.284678281310172,0.386189579542342,1,0.0287509820639906,0.600422884723864,-0.00469745787184793,0.217869628514058,-0.213234844436576
"Aquatic_LJFreq",-0.330194271388047,0.301056011281927,0.0614355949137419,0.142417127516734,-0.238131624573989,0.136310388362174,0.129548578710966,0.298379640671015,-0.221109333937136,-0.0174912399907365,-0.112990711907629,-0.223366227418,-0.0348010978625763,0.334392980038749,0.23012753344685,-0.0784720323594278,-0.319618872164715,0.386063500955799,0.00379340826581544,0.0535091975043999,-0.0182390480653381,0.00505940765151519,-0.228477761954736,0.133708471330745,0.585061076234024,0.488909897979812,-0.247066420866316,-0.255362980246179,0.151788347302519,0.104253654923517,0.577863431482776,0.0287509820639906,1,0.423709610451782,0.141257288189641,0.160296736924131,0.53088942649093
"Aquatic_LWDens",-0.0583350729980729,0.0267958906884275,-0.325129264681733,-0.494327729523009,-0.158728297182652,-0.209496312770276,-0.170110604542843,0.122167572378446,-0.0279510349813925,0.149500832120723,-0.0190237726039509,0.0657631277101944,0.288042647192545,0.191299612235979,0.309664046616962,-0.0426544703350593,0.0206737037710929,0.13767243731749,0.31705418569405,0.185195739783469,0.201749223654895,-0.0874062838547044,-0.426381718446767,0.144036732509851,0.266709469263604,0.27925607412696,-0.345155189273575,-0.251846572511632,0.0187458305060672,-0.339349972461519,0.878153209421314,0.600422884723864,0.423709610451782,1,0.26198515064002,0.510684879456314,0.00814165519440394
"Aquatic_LWvolpL",-0.327512861595607,0.350680516799623,-0.0195621540377449,0.268549463444038,0.0348813981442519,0.0845671380427941,0.0685910853224395,0.30388923601749,-0.261928455253036,-0.211449636200939,-0.187105568358656,-0.248042721684879,-0.0651882331267514,0.237122175559877,-0.0769751479370668,-0.154209849194154,-0.180384729263123,0.225757514781293,-0.182942657568055,-0.301166711987459,-0.123652076063078,0.340765388225799,-0.321949016046723,-0.182878544854066,0.179004050669306,0.320384793726606,-0.400968214805041,-0.370721550965713,-0.0479688606506653,-0.171416294923923,0.483055993186706,-0.00469745787184793,0.141257288189641,0.26198515064002,1,0.938259741921019,0.208844507488591
"Aquatic_LWvolpa",-0.207094344822046,0.220906989680237,-0.111519307660728,-0.0182501819597842,0.0237216842778415,-0.0726231827743645,-0.0650512454674501,0.226119535392885,-0.198410703876685,-0.113539610483538,-0.167010971959555,-0.126421384808179,0.077090334788574,0.280207080746181,0.0564604179496658,-0.109806119553869,-0.0995579858816654,0.122644076038212,-0.101332614071399,-0.174062162362262,0.0513699398824469,0.183309472122936,-0.381464742292143,-0.0852666800825534,0.0877079247753047,0.373196198614153,-0.436307718052018,-0.375046456553223,-0.0810991271887317,-0.266964180108023,0.592139541973345,0.217869628514058,0.160296736924131,0.510684879456314,0.938259741921019,1,0.0274779132619231
"Aquatic_JvolpL",-0.343863817380743,0.294722550154479,0.447831993081891,0.455427714639863,-0.230126380630742,0.399972765943392,0.377831343108884,0.209929888113829,0.0135239840701674,0.0905969807207499,0.10140509492989,-0.207218402253589,0.0329037781880391,0.0787459370485662,0.0690488473999692,0.0721682133496663,-0.325645333360386,0.450874916612696,-0.137708930253462,-0.136207989555682,-0.228296463844914,0.2919350531863,-0.171092784013311,-0.227056137153746,0.606461162984803,-0.0102174924203599,-0.0241455979739715,-0.0796478232516003,-0.133242216387751,0.0504818004556827,0.328421952294033,-0.213234844436576,0.53088942649093,0.00814165519440394,0.208844507488591,0.0274779132619231,1
