"","Stream","Watershed","Gap_location","Aquatic_Transect_width","Terrestrial_Transect_Live_Richness","Gap_Diameter","Gap_Area","Year_Gapformation","Terrestrial_Total_Snag_Density","Terrestrial_Ash_Snag_Density","Terrestrial_Elm_Snag_Density","Terrestrial_Total_CWD_Density_m","Terrestrial_Ash_CWD_Density_m","Terrestrial_Elm_CWD_Density_m","Terrestrial_1_CWD_Density_m","Terrestrial_2_CWD_Density_m","Terrestrial_3_CWD_Density_m","Terrestrial_Total_Live_Density","Terrestrial_Ash_Live_Density","Terrestrial_Elm_Live_Density","Terrestrial_Basswood_Live_Density","Terrestrial_Oak_Live_Density","Terrestrial_Cherry_Live_Density","Terrestrial_Hickory_Live_Density","Terrestrial_Acer_Live_Density","Terrestrial_Beech_Live_Density","Terrestrial_Buckthorn_Live_Density","Terrestrial_Walnut_Live_Density","Terrestrial_Hophornbeam_Live_Density","Terrestrial_Aspen_Live_Density","Aquatic_LWFreq","Aquatic_InSitFreq","Aquatic_LJFreq","Aquatic_LWDens","Aquatic_LWvolpL","Aquatic_LWvolpa","Aquatic_JvolpL","log10Gap_Area","log10Year_Gapformation","Year_Gapformation_t","log10Terrestrial_Total_Live_Density","log10Terrestrial_Ash_Live_Density","sqrtTerrestrial_Ash_Live_Density","Terrestrial_Ash_Live_Density_bi","log10Terrestrial_Elm_Live_Density","sqrtTerrestrial_Elm_Live_Density","Terrestrial_Elm_Live_Density_bi","log10Terrestrial_Basswood_Live_Density","sqrtTerrestrial_Basswood_Live_Density","Terrestrial_Basswood_Live_Density_bi","log10Terrestrial_Oak_Live_Density","log10Terrestrial_Cherry_Live_Density","sqrtTerrestrial_Cherry_Live_Density","Terrestrial_Cherry_Live_Density_bi","log10Terrestrial_Hickory_Live_Density","Terrestrial_Hickory_Live_Density_bi","log10Terrestrial_Acer_Live_Density","log10Terrestrial_Beech_Live_Density","sqrtTerrestrial_Beech_Live_Density","Terrestrial_Beech_Live_Density_bi","log10Terrestrial_Buckthorn_Live_Density","sqrtTerrestrial_Buckthorn_Live_Density","Terrestrial_Buckthorn_Live_Density_bi","log10Terrestrial_Hophornbeam_Live_Density","sqrtTerrestrial_Hophornbeam_Live_Density","Terrestrial_Hophornbeam_Live_Density_bi","log10Terrestrial_Aspen_Live_Density","sqrtTerrestrial_Aspen_Live_Density","Terrestrial_Aspen_Live_Density_bi","log10Terrestrial_Total_Snag_Density","log10Terrestrial_Elm_Snag_Density","sqrtTerrestrial_Elm_Snag_Density","Terrestrial_Elm_Snag_Density_bi","log10Terrestrial_Total_CWD_Density","log10Terrestrial_Ash_CWD_Density","log10Terrestrial_2_CWD_Density","log10Terrestrial_3_CWD_Density"
"Terrestrial_Elm_Snag_Density",0.0523041326780784,0,0,-0.248828454446176,0.30149926745755,-0.173194753407832,-0.189617294608003,0.0286010355720677,0.0741142921576917,-0.0912195443766264,1,-0.158481289282478,-0.12623659431649,0.262988545704433,-0.128417250657209,-0.11883147042673,-0.0806452879515665,-0.0643665748457388,-0.096420133773256,0.640281039746078,-0.118905690254862,-0.153811719242821,-0.0915947141643189,-0.088732379346684,-0.0527424514038485,-0.0859916394061917,0.227929351220028,0.518005077303449,-0.0747820589296469,-0.0883227380647933,-0.109537734805303,-0.161828141476544,-0.112990711907629,-0.0190237726039509,-0.187105568358656,-0.167010971959555,0.10140509492989,-0.278359997074936,0.0287747550904071,0.0286010355720677,0.00844725510738822,-0.100165174014966,-0.104895562120818,-0.451486486803925,0.533391678524164,0.584318503368513,0.48858023587221,-0.182973634407552,-0.152198599969137,-0.434754247955675,-0.235260078419433,-0.0979723813427077,-0.0943537085218708,-0.307947019757918,-0.0887323793466839,-0.380756767909314,0.0995552896147122,-0.107711304464018,-0.0975402792735648,-0.307947019757918,0.314586273722436,0.272826421413967,0.508244306567694,-0.0836164987371701,-0.0792924265257551,-0.25291574091448,-0.0886608878975245,-0.0885452675599581,-0.380756767909314,0.176003889973968,0.985948891565568,0.998351254835749,NA,-0.0587907484598534,-0.0749486824823299,-0.0510094970025183,0.0377474107831117
"Terrestrial_Total_CWD_Density_m",0.40833655910257,-0.396442110750268,-0.0971896728970206,-0.290598875578344,-0.0365536314834899,-0.241277802721542,-0.218602303142868,-0.343166533568125,0.469297536042367,0.573838389996228,-0.158481289282478,1,0.761260640164631,-0.234911429159278,0.656150120772958,0.609199962445491,0.70430430640602,-0.0811875342128456,-0.0287913026743779,-0.0338226790242909,0.395249770180414,0.0060504541290139,-0.00688038248787144,0.140454297276016,-0.298971092352362,-0.219226337700908,0.034175312874988,-0.119755175610127,-0.111460366640485,-0.257002494680047,-0.0894410643575113,0.311103406307125,-0.223366227418,0.0657631277101944,-0.248042721684879,-0.126421384808179,-0.207218402253589,-0.103861206507628,-0.34326593153428,-0.343166533568125,-0.0718768941915728,0.00291075264349552,0.0506011933626191,0.289893774366404,0.0301418037073574,1.68166900614037e-05,0.0799683104745025,0.250541993805213,0.335271801005045,0.120136972783217,-0.0205182659988001,-0.0362374892348704,-0.0205026000265758,-0.28277381404737,0.140454297276016,0.239951944437709,-0.161029559048603,-0.238182075569376,-0.230294500306136,-0.489717784795103,0.0534427827866831,0.0443317357351514,0.0815995593579262,-0.144695662414618,-0.12762033492797,-0.451746265136684,-0.256685010629378,-0.256925050346773,-0.752571224438935,0.256567243015957,-0.186673721717734,-0.168672541416806,-0.705402479984025,0.829221893987838,0.706608420680693,0.487772923408916,0.714131814266091
"Terrestrial_Ash_CWD_Density_m",0.425303216969656,-0.537278286674089,-0.160455780146821,-0.199451193608356,0.108812751688876,-0.106381887262875,-0.0665513731555057,-0.408200591320632,0.763251858357117,0.886121390775078,-0.12623659431649,0.761260640164631,1,-0.172244027450568,0.823746063767757,0.714615727349156,0.252588188933829,-0.175240328982137,0.134379725041226,-0.0762320409367524,0.523994888397212,-0.116646148955998,-0.16040378350231,-0.147637349248511,-0.282533026558742,-0.185025383696026,0.0324048273544319,-0.187636329216674,-0.103100815124201,-0.154886937694863,0.152071945113946,0.529142528658025,-0.0348010978625763,0.288042647192545,-0.0651882331267514,0.077090334788574,0.0329037781880391,0.0661952580959751,-0.408289272180063,-0.408200591320632,-0.237242852219474,0.180342484531103,0.247891834675202,0.500216649728986,0.0112635546221035,-0.0315856236715428,0.102822777651232,0.443448315035268,0.487033413809603,0.540247072408198,-0.0671611400194633,-0.168521938397714,-0.16360292726891,-0.4476427367311,-0.147637349248511,-0.473789699670878,-0.223846824882484,-0.22657355067086,-0.207108312447587,-0.730157303466636,0.0876117792197083,0.0606660322451433,0.227481447971849,-0.118952624582467,-0.111045994086489,-0.325806171219169,-0.152878699839354,-0.153828162670826,-0.493267649890672,0.43153651038153,-0.14071942415197,-0.13161448781554,-0.535383413640972,0.575132356930253,0.83823867194172,0.56877489398604,0.394788993776141
"Terrestrial_Elm_CWD_Density_m",-0.153166187047467,0.413032351375574,0.413032351375574,-0.0956489568738901,-0.128836780420654,-0.160328364126038,-0.192005418297254,0.275863604956785,-0.187944238655312,-0.182458656451284,0.262988545704433,-0.234911429159278,-0.172244027450568,1,-0.159821173159398,-0.144189708178206,-0.146337606165122,-0.212118911750022,-0.119999289947131,0.0859760372782483,-0.148818485202864,-0.143265274276085,-0.11545114089643,-0.110431526074847,-0.187302336444476,0.901857655174568,-0.0237989859170666,0.0864221199797801,-0.100353427373076,-0.109921708663936,0.248630660364042,0.0557085510875919,0.334392980038749,0.191299612235979,0.237122175559877,0.280207080746181,0.0787459370485662,-0.22116587268289,0.275806636990403,0.275863604956785,-0.195673562136167,-0.124660164727552,-0.130547350231893,-0.54835796771133,0.0408987674090404,0.0623694613890931,-0.0299253140862661,-0.232455714779802,-0.191706313155888,-0.713205421795609,-0.0473235824310448,-0.126318388733917,-0.120072180209448,-0.64093379004094,-0.110431526074847,-0.463653565693254,-0.219605258912153,0.759980983521362,0.846127356148809,0.441243727128449,-0.00658913789153457,-0.0150207724744093,0.0319515597269599,-0.117286545867209,-0.108794049344382,-0.54835796771133,-0.11034255167914,-0.110198656852733,-0.463653565693254,-0.295466140153146,0.247756174208256,0.258590615789389,0.197145945850369,-0.194285559333737,-0.250779417159908,-0.0443817714016841,-0.0995202384169293
"Terrestrial_1_CWD_Density_m",0.46455656191187,-0.476212835816214,-0.130046656258924,-0.207269476972239,0.22831232973395,-0.18210627294583,-0.17182101473686,-0.390207298283751,0.685579919245611,0.785290065578469,-0.128417250657209,0.656150120772958,0.823746063767757,-0.159821173159398,1,0.684882382539008,0.0306907169766979,-0.0739807889474394,-0.0950083700634067,0.213124855807407,0.380939203456312,-0.205870568535105,-0.187576748703949,0.208211742564682,-0.0621847222793993,-0.0855564713743477,0.126890719947919,-0.104844797858087,-0.156641162558692,-0.180070118452147,0.193747459640358,0.20446022844142,0.23012753344685,0.309664046616962,-0.0769751479370668,0.0564604179496658,0.0690488473999692,-0.120993906875816,-0.390230476704913,-0.390207298283751,-0.0991431535627282,-0.0454097003766478,0.0296553826936513,0.320557521030945,0.297354045538533,0.259200722849514,0.363614164352311,0.254542016574045,0.318158936951728,0.280078882702639,-0.182737094151801,-0.202259785381186,-0.193882692777668,-0.763649570109803,0.208211742564682,0.292406070270847,0.0148880730971369,-0.0400594976788015,-0.0638976244372587,-0.0155491000293075,0.174860286866854,0.151890234639596,0.275936983142369,-0.1780583570612,-0.167458303715202,-0.617434167151887,-0.180759529602306,-0.180523805842636,-0.647338680245552,0.369560671084018,-0.147897924603704,-0.135519416532716,-0.647338680245552,0.528693621027915,0.524648007273001,0.517106143503167,0.207802986854228
"Terrestrial_2_CWD_Density_m",0.591413544725476,-0.604719486379908,0.230499782614302,0.0686503442731897,0.187264435344998,-0.104274264693873,-0.101716777838447,-0.559264486691287,0.699337262974042,0.700919865513779,-0.11883147042673,0.609199962445491,0.714615727349156,-0.144189708178206,0.684882382539008,1,-0.0586074015852702,-0.139191646333984,-0.115905150977423,-0.103655828413,0.600864051161983,-0.179281026601032,0.307825834265467,-0.145804406756964,-0.244415305986169,-0.170334048706252,0.0234063024638035,-0.179306955701474,-0.137973829776656,-0.180996755517455,-0.104164741997605,0.210154333227969,-0.0784720323594278,-0.0426544703350593,-0.154209849194154,-0.109806119553869,0.0721682133496663,0.00914874893251556,-0.559490691938185,-0.559264486691287,-0.1461299476935,-0.0706110455126966,-0.00179696019569458,0.276570099574698,-0.0284255620937957,-0.0665329544395339,0.101465272092135,0.557687019571244,0.598710130547407,0.570052144658317,-0.051051948737571,0.284367865362791,0.295399366680546,0.238919207102918,-0.145804406756964,-0.428475690201475,-0.216275717664673,-0.227817646256738,-0.199774979737039,-0.840776318884901,0.0733384870107065,0.0490286239773149,0.192689078832388,-0.136472947406451,-0.137924365461768,-0.207639111733033,-0.180980073140936,-0.181057472964618,-0.616760949668324,0.469702157328527,-0.137452164476961,-0.12560765605054,-0.562247527196913,0.514975959719264,0.44300329131083,0.911301056448269,0.180405088466499
"Terrestrial_3_CWD_Density_m",0.0120988731889791,-0.000724209996671489,-0.311702688608407,-0.2999645604636,-0.301222435010364,-0.14846257022327,-0.121613212269515,0.0417005914022481,-0.128799765362729,0.00153704746445095,-0.0806452879515665,0.70430430640602,0.252588188933829,-0.146337606165122,0.0306907169766979,-0.0586074015852702,1,0.0335133198399264,0.0922653717131517,-0.156198356615099,0.0254395652744377,0.238124085732931,-0.0880080818198781,0.197324227934523,-0.208859850525677,-0.142239105049666,-0.168693213385677,-0.140127218625589,0.0133123840092214,-0.141089181900825,-0.0864865485457942,0.24131340601707,-0.319618872164715,0.0206737037710929,-0.180384729263123,-0.0995579858816654,-0.325645333360386,-0.0403707234447079,0.0416773565643379,0.0417005914022481,0.0535220015965717,0.0860964392863421,0.076031999682336,0.0595859986176294,-0.154489260292901,-0.155225574706176,-0.354893228482088,-0.0767663839307905,-0.0200403396132526,-0.315854309461249,0.125094383719964,-0.107649797912701,-0.0963805752811895,-0.603574405561901,0.197324227934523,0.263449184909036,-0.0917707237548452,-0.154082941900109,-0.149074099222694,-0.395767210696106,-0.181363279492965,-0.175588500321632,-0.540246354402052,-0.0245729151792548,-0.00444080158549874,-0.302683991625994,-0.140282397514072,-0.140694337749054,-0.497958214630927,-0.142901770220719,-0.102394630561243,-0.0883751165354477,-0.561493338718929,0.563316895962356,0.48960234998542,-0.0831190124567936,0.780897447270859
"Terrestrial_Total_Live_Density",-0.686859368458858,0.698813914744279,-0.0915433851675879,0.337324220538367,-0.190101618901017,0.569084705159612,0.539348923367068,0.572541084408043,-0.402442572060285,-0.329260252600403,-0.0643665748457388,-0.0811875342128456,-0.175240328982137,-0.212118911750022,-0.0739807889474394,-0.139191646333984,0.0335133198399264,1,-0.235952212529073,0.00946601751677887,0.0180805198265363,0.795930621769834,-0.100271403151389,-0.0425748417330403,0.476901380669032,-0.179189391190137,-0.234182530071358,-0.141603443304646,-0.0204694004978263,0.309728862672152,0.348390793698235,-0.16117781560552,0.386063500955799,0.13767243731749,0.225757514781293,0.122644076038212,0.450874916612696,0.42984682087708,0.57245604008362,0.572541084408043,0.94296962034722,-0.253193028268043,-0.276851841844143,-0.71647125930477,0.0378721826679853,0.0235636050007214,0.131655084167149,-0.0981592473041729,-0.0355062633915757,-0.327305814031283,0.60085872282494,-0.108397598466608,-0.103923511374709,-0.221411612014248,-0.0425748417330403,-0.0797608570773834,0.329404708924938,-0.148329334904703,-0.165451249764826,-0.217163260809632,-0.261448611741138,-0.248711395725854,-0.574390707978172,-0.0330855407057013,-0.0264998338925316,-0.111100629326507,0.28997793310047,0.298846440606992,0.380569716811924,-0.370652469916602,-0.0965374594956554,-0.0756256546314788,-0.457484352807078,-0.0944526921614629,-0.267059840400941,-0.061731580726214,-0.186123455388521
"Terrestrial_Ash_Live_Density",0.135442531706236,-0.285703067462719,-0.599573052338684,-0.170284166709548,-0.0487594776116668,-0.138372796168029,-0.0839720200877172,-0.18859923251214,0.170105276112818,0.324562066571787,-0.096420133773256,-0.0287913026743779,0.134379725041226,-0.119999289947131,-0.0950083700634067,-0.115905150977423,0.0922653717131517,-0.235952212529073,1,-0.19880981221628,-0.0446900759850889,-0.235072563232418,-0.142004063044367,-0.135829973346786,0.0966889281546654,0.0179640218964681,-0.120467923195128,-0.132873223239148,0.64565469229888,-0.135202901641839,0.229765633170442,0.604627482828134,0.00379340826581544,0.31705418569405,-0.182942657568055,-0.101332614071399,-0.137708930253462,-0.00535661345908166,-0.188440810125183,-0.18859923251214,-0.295931749828622,0.997602059649793,0.984964311150461,NA,-0.216573973987008,-0.208120479353516,-0.857484166569885,0.0582904469784615,0.00654061706708231,0.0931910706866526,-0.3509859558594,-0.155370698792191,-0.147687907767261,-0.725981549024174,-0.135829973346786,-0.513234522910236,0.0531189218411011,0.13785491988352,0.0768966485563386,0.259546030974198,-0.126183505465832,-0.123640198954802,-0.283241811714828,0.58884951599576,0.622012111210193,0.337083592248213,-0.135720535487626,-0.135543545898419,-0.513234522910236,0.265282943532004,-0.111046900646876,-0.101752686684112,-0.513234522910236,0.155175717930506,0.332665769351039,-0.242396385966944,0.323849660584014
"Terrestrial_Elm_Live_Density",0.140353217358373,-0.0685679173112915,0,-0.555839348551145,0.329584528453619,-0.316361682900369,-0.33117499233877,0.00250948140109042,0.139223556230985,-0.0259605413816719,0.640281039746078,-0.0338226790242909,-0.0762320409367524,0.0859760372782483,0.213124855807407,-0.103655828413,-0.156198356615099,0.00946601751677887,-0.19880981221628,1,0.0244047353353755,-0.301745030313655,-0.189682148086406,0.237456569712646,0.0200714181799889,-0.0679844166454908,0.568367233045893,0.753221133513599,-0.158302046760354,-0.182113696402688,-0.0377961968843056,-0.160089336556638,0.0535091975043999,0.185195739783469,-0.301166711987459,-0.174062162362262,-0.136207989555682,-0.464520427494783,0.00283083242156932,0.00250948140109042,0.136191301710936,-0.20653175490667,-0.216285397991692,-0.720508667682298,0.981088930861501,0.995094165132844,NA,-0.17073702436107,-0.0685486474754232,-0.493760252835913,-0.449049364003886,-0.204484834107299,-0.19604061645804,-0.633306269250527,0.237456569712646,0.31328240815354,0.154002835068515,-0.00263239262125444,-0.0364543265065167,0.0575195474236654,0.576776861300234,0.574809621067809,0.501846432815234,-0.179867073251918,-0.169196610716772,-0.543406341797431,-0.182810931535179,-0.182572532596074,-0.614033957745975,0.274605665991178,0.613042805843419,0.632957282578235,0.426524192187648,0.159591854267712,-0.186561750169513,-0.129273266220123,0.0463952251048447
"Terrestrial_Basswood_Live_Density",0.358761483442448,-0.663568239725002,0.0174457143570014,-0.201354132256849,-0.0992803510269981,0.0387038473846151,0.0927733909463186,-0.423356892422184,0.258432400095529,0.351152845700067,-0.118905690254862,0.395249770180414,0.523994888397212,-0.148818485202864,0.380939203456312,0.600864051161983,0.0254395652744377,0.0180805198265363,-0.0446900759850889,0.0244047353353755,1,-0.164359913422229,0.28130665780936,-0.168451087398267,-0.341260782046536,-0.166347935726769,-0.166519010158549,-0.164784240099954,-0.149750277776816,0.000662740779787922,-0.0489904087384209,0.594045647113386,-0.0182390480653381,0.201749223654895,-0.123652076063078,0.0513699398824469,-0.228296463844914,0.219391522278725,-0.423404750160749,-0.423356892422184,0.0768921319727622,-0.0489953679266161,-0.0550321213649605,-0.148831542813485,0.146208293825059,0.0876802097920741,0.249600837011097,0.87741905521161,0.972102031411877,0.870599714631879,-0.106981115192132,0.254800819871474,0.268942196174296,0.115034185671414,-0.168451087398267,-0.648332335592231,-0.489214672574839,-0.213314835204101,-0.19078777356741,-0.832853699553764,-0.175813676311113,-0.171809047118705,-0.438947279239158,-0.172866810295125,-0.161333794341104,-0.720457951196324,0.000277129788883261,0.000448193089991057,-1.77289649668286e-08,0.306476672031912,-0.133693599964505,-0.124365105902868,-0.599012557094855,0.316736888758484,0.330540233940856,0.540465917442641,0.25183200117158
"Terrestrial_Oak_Live_Density",-0.688950947453427,0.771758378683986,-0.254333863274792,0.471536006723986,-0.187059072332287,0.60251737999489,0.557790609386791,0.584949307736135,-0.341004992566403,-0.29280735726143,-0.153811719242821,0.0060504541290139,-0.116646148955998,-0.143265274276085,-0.205870568535105,-0.179281026601032,0.238124085732931,0.795930621769834,-0.235072563232418,-0.301745030313655,-0.164359913422229,1,-0.1394214050178,-0.219776628709798,0.0776503046678082,-0.162285497752436,-0.237738875286748,-0.214992525800972,-0.129187543514225,0.420146630707079,0.158169196087834,-0.19813255777874,0.00505940765151519,-0.0874062838547044,0.340765388225799,0.183309472122936,0.2919350531863,0.491701653186767,0.584663883766382,0.584949307736135,0.661441630354854,-0.242237926907373,-0.250830680973984,-0.794379753379173,-0.297275560099734,-0.30270001761246,-0.325566729548163,-0.110511022414905,-0.144933621020016,-0.0858014724867251,0.9052712429792,-0.129919249731502,-0.135516710108408,-0.0608588132274063,-0.219776628709798,-0.730254512868531,0.0174395029179133,-0.224366769846928,-0.19405940469586,-0.653374708677678,-0.257465464092339,-0.248474725464673,-0.665294022335004,-0.105383993804895,-0.11860789124152,-0.0277101118265466,0.39648121616322,0.407126360567664,0.454396648258001,-0.396884338579645,-0.166493018787961,-0.158658251604997,-0.513031232948205,-0.0858908206312806,-0.0977118105321066,-0.102651838144862,-0.0912499264706675
"Terrestrial_Cherry_Live_Density",0.0520189428059688,-0.0372208188573951,0.277428872121943,0.383053209149073,0.168560606060606,0.28201045928688,0.256272879777119,-0.114463489208151,0.0154548715127172,-0.13974781379088,-0.0915947141643189,-0.00688038248787144,-0.16040378350231,-0.11545114089643,-0.187576748703949,0.307825834265467,-0.0880080818198781,-0.100271403151389,-0.142004063044367,-0.189682148086406,0.28130665780936,-0.1394214050178,1,-0.130681818181818,-0.258191884743708,-0.127764863965924,-0.0446936243933485,-0.127837133238908,-0.107138255096605,0.332651376201017,-0.444143907440662,-0.209668808897235,-0.228477761954736,-0.426381718446767,-0.321949016046723,-0.381464742292143,-0.171092784013311,0.254318845148162,-0.11468549532755,-0.114463489208151,0.00488087910773409,-0.147519621981861,-0.154486365384099,-0.591056284108279,-0.203723016837473,-0.197361859467395,-0.557144529673596,0.459337327900556,0.390508827462524,0.59487750029805,0.0309528285979926,0.994313115751327,0.998842386265603,0.689975732530086,-0.130681818181818,-0.497473119936179,-0.368678712571102,-0.161823547810715,-0.145681803335394,-0.493168959071714,-0.0111732449965958,-0.0287992431280376,0.227801603317717,-0.117705061974467,-0.112617235425362,-0.308134028672012,0.361025723110231,0.348585935834438,0.40494230186391,0.206279624804733,-0.0998167604550676,-0.0947111605921091,-0.322375344443938,0.114635999134388,-0.113118896886884,0.325902477925594,0.106450697623236
"Terrestrial_Hickory_Live_Density",0.169043206741384,-0.244329459116688,0,-0.446326287744751,-0.0833333333333333,-0.139836807124022,-0.106355609733215,-0.141019018704442,-0.195894041118992,-0.0888583909708275,-0.088732379346684,0.140454297276016,-0.147637349248511,-0.110431526074847,0.208211742564682,-0.145804406756964,0.197324227934523,-0.0425748417330403,-0.135829973346786,0.237456569712646,-0.168451087398267,-0.219776628709798,-0.130681818181818,1,0.200139185665771,0.0282779376986954,-0.1481624260711,-0.12227899701113,-0.113592366849413,-0.12442292587426,-0.00953714653608144,-0.178483040747732,0.133708471330745,0.144036732509851,-0.182878544854066,-0.0852666800825534,-0.227056137153746,-0.0971742505880646,-0.140838528398792,-0.141019018704442,-0.0372889976318138,-0.141105725373954,-0.147769566889138,-0.525473599482842,0.240007877633464,0.242516459660088,0.212873513713619,-0.263122003111516,-0.216996812379868,-0.591376059693278,-0.345391510821418,-0.142982707501823,-0.135912479521549,-0.604056602501374,1,0.9999,0.309245095932914,0.150859975277783,0.0886090694876917,0.275215522152211,-0.164417891643215,-0.156795373712732,-0.604056602501374,-0.132759355543675,-0.123146502193863,-0.525473599482842,-0.12489928782243,-0.124736409938368,-0.453710215085931,-0.0212464845696878,-0.10219292722248,-0.0936397580160088,-0.453710215085931,0.256109154273392,-0.0902939005500922,-0.0726910458722733,0.254250108850147
"Terrestrial_Acer_Live_Density",-0.303511267690453,0.235736610004171,0.191278786602438,0.150862686694063,-0.177524588415401,0.0229456618625886,0.0226506086054537,0.249842290093368,-0.32778529466741,-0.237157846628104,-0.0527424514038485,-0.298971092352362,-0.282533026558742,-0.187302336444476,-0.0621847222793993,-0.244415305986169,-0.208859850525677,0.476901380669032,0.0966889281546654,0.0200714181799889,-0.341260782046536,0.0776503046678082,-0.258191884743708,0.200139185665771,1,-0.0489596738180462,-0.202500110253002,-0.144679986904731,0.321747914783718,-0.256616221391139,0.516698892113198,-0.174627680052173,0.585061076234024,0.266709469263604,0.179004050669306,0.0877079247753047,0.606461162984803,-0.0551857009500436,0.250053596408604,0.249842290093368,0.469298167071546,0.0892872769708368,0.0773385162344299,0.0464863964891776,0.00660662321581902,0.0137344363447435,-0.00371316170588257,-0.512515941815273,-0.431956132345877,-0.81015376388606,-0.0916195004319158,-0.260776637945561,-0.259746288803754,-0.381953057646782,0.200139185665771,0.305621167523478,0.904089255935133,0.0990327185391193,0.022340319040138,0.306261322938733,-0.220110863657186,-0.211864814837133,-0.530999720050051,0.305035847639181,0.315419250719843,0.282355773231697,-0.257598694695758,-0.257262766997044,-0.79421665015488,-0.380573288823126,-0.0596144718861769,-0.0552714789402201,-0.15474379001493,-0.318175649643927,-0.316322649633293,-0.190621514947902,-0.418582084095106
"Terrestrial_Beech_Live_Density",-0.179570531390972,0.440091430647666,0.243814790903991,-0.0399879190752827,-0.150815667726376,-0.182269808996748,-0.208486330112822,0.286204865355471,-0.256975395056147,-0.174223391502377,-0.0859916394061917,-0.219226337700908,-0.185025383696026,0.901857655174568,-0.0855564713743477,-0.170334048706252,-0.142239105049666,-0.179189391190137,0.0179640218964681,-0.0679844166454908,-0.166347935726769,-0.162285497752436,-0.127764863965924,0.0282779376986954,-0.0489596738180462,1,-0.14747842045116,-0.121714484648757,0.10664364137746,-0.123848515864893,0.367610630239238,0.108304648818903,0.488909897979812,0.27925607412696,0.320384793726606,0.373196198614153,-0.0102174924203599,-0.226841576080437,0.286168659674946,0.286204865355471,-0.162032335220781,0.0119651858692647,0.00282766870795662,-0.0540833860134483,-0.0791262332415895,-0.0728135477007752,-0.215816829470457,-0.254387337260164,-0.212362303905336,-0.766455291171209,-0.0601274053450926,-0.135357323658644,-0.131086327351648,-0.498097700560015,0.0282779376986954,0.0513304347405989,-0.119748012287516,0.946345605353451,0.987977555969214,0.780995681871721,-0.163658841154606,-0.156071513287089,-0.743152047619596,0.0872557757972283,0.0980333307020326,0.0246051957047987,-0.124322678643825,-0.124160552700663,-0.543826456090239,-0.344644238034675,-0.0877433733907612,-0.0868669684784455,-0.215670872551718,-0.152566389315619,-0.258909599174461,-0.115422389036732,-0.08927308267323
"Terrestrial_Buckthorn_Live_Density",0.129770865772726,-0.047165896596925,0.379173400290185,-0.200469621907983,0.332243016038225,-0.151788385126301,-0.181745325176113,-0.0434155219395656,0.463579489314153,0.214482770752823,0.227929351220028,0.034175312874988,0.0324048273544319,-0.0237989859170666,0.126890719947919,0.0234063024638035,-0.168693213385677,-0.234182530071358,-0.120467923195128,0.568367233045893,-0.166519010158549,-0.237738875286748,-0.0446936243933485,-0.1481624260711,-0.202500110253002,-0.14747842045116,1,0.898610781593606,-0.13464096524454,-0.0377837275536031,-0.422994653514857,-0.285755147746637,-0.247066420866316,-0.345155189273575,-0.400968214805041,-0.436307718052018,-0.0241455979739715,-0.288254257193238,-0.0432809322716441,-0.0434155219395656,-0.190321321982102,-0.103882309253555,-0.0779780936359183,0.0279633140601052,0.543535618613278,0.560185093745628,0.507278950806924,-0.189095345478095,-0.185070911588887,-0.217564255628933,-0.294758753443798,-0.052025436596722,-0.0467597446922266,-0.294318197671001,-0.1481624260711,-0.576796323652073,-0.0590968439676831,-0.190944959026983,-0.169920785530742,-0.770029124241884,0.986808266974104,0.996666516820271,NA,-0.157359585607893,-0.145965476217703,-0.673213259704379,-0.0315038804459861,-0.0343001627807721,-0.0576849871467398,0.396352802437349,0.208714932953868,0.222051657781319,0.147953866088941,0.161861138127779,-0.0888629676433818,-0.0664435766146147,-0.026960506624117
"Terrestrial_Walnut_Live_Density",0.0774387818839552,0,0.313788240032778,-0.358798848065403,0.26086186029041,-0.239387463285098,-0.263493769333176,0.0394140895238236,0.210426624821768,-0.0485543446192218,0.518005077303449,-0.119755175610127,-0.187636329216674,0.0864221199797801,-0.104844797858087,-0.179306955701474,-0.140127218625589,-0.141603443304646,-0.132873223239148,0.753221133513599,-0.164784240099954,-0.214992525800972,-0.127837133238908,-0.12227899701113,-0.144679986904731,-0.121714484648757,0.898610781593606,1,-0.111119685491732,-0.121714484648757,-0.375816757446003,-0.256310840620421,-0.255362980246179,-0.251846572511632,-0.370721550965713,-0.375046456553223,-0.0796478232516003,-0.389832130950789,0.0396534863327473,0.0394140895238236,-0.0569247480298585,-0.13803413257004,-0.144552915423783,-0.532696615200808,0.70514023766265,0.732425388671859,0.628270290107787,-0.257394357056284,-0.212273220579381,-0.612389840090571,-0.337873020155214,-0.139870256506069,-0.132953933417526,-0.615037853525592,-0.12227899701113,-0.457702069438245,0.00444484954109954,-0.157587579343133,-0.140236251369639,-0.615037853525592,0.877353711408057,0.891066032481901,0.657636435284288,-0.129869446717796,-0.120465846189555,-0.532696615200808,-0.12218047713865,-0.122021144784262,-0.457702069438245,0.286967165161272,0.498919116653225,0.513093802394314,0.359474111391767,0.0530025220845311,-0.243923825231706,-0.203667622245904,-0.025946371751834
