"","Stream","Gap_location","Date","Watershed","Aquatic_Transect_width","Terrestrial_Transect_Live_Richness","Gap_Diameter","Gap_Area","Year_Gapformation","Terrestrial_Total_Snag_Density","Terrestrial_Ash_Snag_Density","Terrestrial_Elm_Snag_Density","Terrestrial_Total_CWD_Density_m","Terrestrial_Ash_CWD_Density_m","Terrestrial_Elm_CWD_Density_m","Terrestrial_1_CWD_Density_m","Terrestrial_2_CWD_Density_m","Terrestrial_3_CWD_Density_m","Terrestrial_Total_Live_Density","Terrestrial_Ash_Live_Density","Terrestrial_Elm_Live_Density","Terrestrial_Basswood_Live_Density","Terrestrial_Oak_Live_Density","Terrestrial_Cherry_Live_Density","Terrestrial_Hickory_Live_Density","Terrestrial_Acer_Live_Density","Terrestrial_Beech_Live_Density","Terrestrial_Buckthorn_Live_Density","Terrestrial_Walnut_Live_Density","Terrestrial_Hophornbeam_Live_Density","Terrestrial_Aspen_Live_Density","Aquatic_LWFreq","Aquatic_InSitFreq","Aquatic_LJFreq","Aquatic_LWDens","Aquatic_LWvolpL","Aquatic_LWvolpa","Aquatic_JvolpL","log10Gap_Area","log10Terrestrial_Total_Live_Density","Terrestrial_Ash_Live_Density_bi","Terrestrial_Elm_Live_Density_bi","Terrestrial_Basswood_Live_Density_bi","log10Terrestrial_Oak_Live_Density","Terrestrial_Cherry_Live_Density_bi","Terrestrial_Hickory_Live_Density_bi","log10Terrestrial_Acer_Live_Density","Terrestrial_Beech_Live_Density_bi","Terrestrial_Buckthorn_Live_Density_bi","Terrestrial_Hophornbeam_Live_Density_bi","Terrestrial_Aspen_Live_Density_bi","log10Terrestrial_Total_Snag_Density","Terrestrial_Elm_Snag_Density_bi","log10Terrestrial_Total_CWD_Density","log10Terrestrial_Ash_CWD_Density","log10Terrestrial_2_CWD_Density","log10Terrestrial_3_CWD_Density","log10Aquatic_InSitFreq_nz","log10Aquatic_LJFreq","log10Aquatic_LWDens","log10Aquatic_LWvolpL","log10Aquatic_LWvolpa","log10Aquatic_JvolpL","invAquatic_JvolpL","Timepoint","Days_since_start","ALL_Richness","ALL_prop_Ash","ALL_prop_Aspen","ALL_prop_Basswood","ALL_prop_Beech","ALL_prop_Hophornbeam","ALL_prop_Black_Cherry","ALL_prop_Black_Walnut","ALL_prop_Buckthorn","ALL_prop_Dogwood","ALL_prop_Elm","ALL_prop_Grass","ALL_prop_Maple","ALL_prop_Oak","ALL_prop_Unknown","ALL_prop_Woody_Debris","Weather","Water_temp","mS_cmc","mScm","X.DO","Doch","pH","pH_mV","ORP","NTU","Volt","Flow","log10mScm","sqrtWater_temp","log10ALL_prop_Oak","boxcoxALL_prop_Ash","boxcoxALL_prop_Maple","boxcoxALL_prop_Elm","boxcoxALL_prop_Basswood","boxcoxALL_prop_Hophornbeam","ALL_prop_Aspen_bi","ALL_prop_Beech_bi","ALL_prop_Cherry_bi","ALL_prop_Walnut_bi","ALL_prop_Buckthorn_bi","ALL_prop_Dogwood_bi","ALL_prop_Grass_bi"
"Terrestrial_Hickory_Live_Density",0.227963508978388,7.105427357601e-12,NA,-0.282601576132189,-0.439020887793228,-0.0862325342910424,-0.162992002603018,-0.135011319642238,-0.192174700858027,-0.225394959438855,-0.0822751242490346,-0.103396411620285,0.20658373393989,-0.141265748631667,-0.11438316448904,0.295514662238121,-0.126797500048771,0.239414182887552,-0.0679953635847314,-0.150627777828414,0.217680065798929,-0.178575686512239,-0.228279711917743,-0.138078781447944,1,0.180191260261191,0.0511992699850754,-0.154920070687484,-0.143097462847237,-0.12723504477071,-0.145653138479768,-0.0111485371962561,-0.185779401551239,0.127498489190603,0.139860994488288,-0.184129753991695,-0.0880533929910047,-0.240397218374038,-0.11969121057905,-0.06871786638413,-0.531300319346181,0.203925870405162,-0.606220735215334,-0.34161263993767,-0.624863598580299,0.9999,0.304975603138021,0.277867842117967,-0.624863598580299,-0.560850202598681,-0.502335738136211,-0.0282075687323298,-0.502335738136211,0.307232744443283,-0.0808056125440336,-0.0404923722370716,0.276436049464603,-0.166512741633197,0.0525559842420618,0.134195086379882,-0.185100592935004,-0.0878284654987021,-0.268121751119897,0.287314934465928,0.0695262485042158,-0.0154313152410572,0.0940288470122569,-0.0949498823839631,-0.103679528613853,-0.159222763413442,0.0432657826752606,0.41239003530297,-0.132887438600854,0.228287538949296,0.21123968749082,-0.063769392858729,0.0615867018040636,-0.120654258360731,-0.1296741659586,0.292329758876141,-0.165887550609167,0.158961201550965,-0.103137906487003,-0.00373325941452673,0.345501654557841,0.283591859224463,-0.134479332331569,-0.0661977479760728,0.219515490551524,-0.233803222813131,0.196647861111262,-0.121787607288952,-0.111813967802448,0.163574407674661,0.257430506561905,0.0108614563373521,0.285793588148312,0.102007307756194,0.114313735850553,-0.0926376327793735,0.169625532776634,-0.400743168722158,-0.502335738136211,0.114960582543275,-0.0919062918824934,0.320272369984176,0.226615334015488,-0.376087439773504,-0.473311135791946
"Terrestrial_Acer_Live_Density",-0.304637654771663,0.208406069716932,NA,0.23246718488935,0.199464122404691,-0.219488777571521,-0.00396482167899488,-0.0116767890039366,0.241956407993409,-0.423486452469864,-0.28932277157597,-0.0731429558303094,-0.30615702156861,-0.31052409764353,-0.179856306603061,-0.0410508122481349,-0.243039309772167,-0.227988663902923,0.471229907637104,0.0806947505923857,-0.0187488031733762,-0.353882009327891,0.0789293897645589,-0.266396357989422,0.180191260261191,1,-0.0129276796823673,-0.219017968609314,-0.175627816677849,0.306993095878175,-0.29185127266434,0.540866389092373,-0.181425135271315,0.622786451440847,0.253323208168669,0.198136477520057,0.0941071838000916,0.656252666236856,-0.0838493382629016,0.474045678896983,0.0801819760114768,-0.0776677206333577,-0.821663689247466,-0.0755874034309005,-0.439494023592486,0.274175181004471,0.911006524885628,0.322626089532284,-0.576339798216348,0.25241488874049,-0.855013519924075,-0.473651576495368,-0.209322070087602,-0.35369828706657,-0.360875238509945,-0.183878047205634,-0.459482972132587,-0.0334069918910106,0.570144709098335,0.261452643604865,0.228158881912823,0.0946852056092266,0.59833123031528,-0.533652198780636,0.0997200798310216,-0.0406937601975992,-0.114502951413399,-0.169379131071368,-0.206599782736943,-0.0795134133049963,-0.119016737338599,-0.117185018105397,0.284812673651554,0.0603341688149535,0.0294078330806859,-0.103605355449903,0.028169225476676,-0.221076775881221,0.448123357627076,0.0458204783580802,-0.219609567352763,-0.086154349369302,0.0898727535462537,-0.0643200790823529,-0.167069778162162,-0.164057320393531,0.0399720541243279,-0.254361651333752,0.452847724366352,-0.46094138781662,0.125740906006612,-0.0169768115393311,-0.0304280622984709,0.0929197840398559,-0.115783177838941,-0.0496288497724358,0.0127157486907085,0.17223936653005,-0.482421189106903,-0.0597197856201308,0.0638775873336703,0.121201789771021,-0.830744194325491,-0.101973887140152,0.173799106445751,0.136644546447184,-0.057846408861189,-0.573526557901287,-0.743866124957247
"Terrestrial_Beech_Live_Density",-0.143609856535485,0.131578953041521,NA,0.36886636670428,-0.0206330833555713,-0.0934479658245368,-0.195797069222537,-0.223068555539001,0.249065166253212,-0.261131210763873,-0.161740552833837,-0.0917975089660977,-0.182369276031775,-0.167328530554164,0.859880091677983,-0.032190793890736,-0.148612092738259,-0.131472249751057,-0.163660620100155,0.0475495156308929,-0.0567677619056246,-0.161761068789507,-0.159475691115709,-0.123254024045118,0.0511992699850754,-0.0129276796823673,1,-0.141755404720234,-0.130937448390846,0.149473996516705,-0.13327594999374,0.344706010782202,0.0829992727168305,0.448680902485032,0.255390219193291,0.274785951450284,0.323550563314539,-0.0306111241678229,-0.239198583090901,-0.147914375141086,0.0447242892053389,-0.16595078826394,-0.7719082046008,-0.0658187054388663,-0.427577556195686,0.0827504994180869,-0.0611182367453145,0.813695763715549,-0.731204944576645,0.0922640020912796,-0.58324439541036,-0.308287740512811,-0.199902949571726,-0.107324394524225,-0.225877127549237,-0.106771262536681,-0.0646625438787531,0.15147817653415,0.388458737280305,0.258353759522082,0.281389025292747,0.323522372334493,0.0258951218136974,-0.0833269381918826,-0.0824106054478129,0.065029752693041,0.234147068836603,-0.0851545954281012,-0.0948691378375881,-0.14569246688428,0.782972129599324,-0.114923717285093,0.0844994391943952,0.0259876839130485,0.0196471486272841,0.0394246332218505,0.423616604977114,-0.110401403441438,0.0336421223996778,0.0562185909481547,-0.220342455155004,-0.0478486270616661,0.0467945706387448,0.0380333729942531,-0.24183584426238,-0.180003191303124,0.016783254426208,-0.119875268819921,-0.0284276736036236,0.0152612006289205,-0.0384261743524486,0.0503001920089699,-0.262191714180072,-0.0521303771401845,-0.179431257380616,0.0472780789228704,0.0611433020101804,0.0905253857078673,-0.051854328294373,-0.368717841129394,0.155211238562775,0.11820133601052,-0.58324439541036,0.488810566293533,0.191336779436655,0.0616320724270056,-0.016737947980872,NA,-0.546080763700425
"Terrestrial_Buckthorn_Live_Density",0.0834931380902732,0.417200632057964,NA,0.00571463169431898,-0.230441855866328,0.303242475093204,-0.162050422885822,-0.19534025016105,0.0172341306789007,0.453134787320944,0.102923654390714,0.233890958007194,-0.0309664981390565,-0.0933747928270613,0.009742741676944,0.01166342208131,-0.0825757035010942,-0.170039326492631,-0.216712476770754,-0.145488387934061,0.593392878137475,-0.165133892624401,-0.224039431945435,-0.0203848254577166,-0.154920070687484,-0.219017968609314,-0.141755404720234,1,0.928765308677563,-0.134693624553658,-0.0406021230352542,-0.454077090562616,-0.285001714788984,-0.292290237814109,-0.357427417059503,-0.402095133483462,-0.437099000068693,-0.0995875814239163,-0.308581104283326,-0.152349085277541,-0.204828464444548,0.573992477084602,-0.343192972934438,-0.283179465642318,-0.223125186146287,-0.600609653713754,-0.0892279554528798,-0.790803123172425,NA,-0.675691772545599,-0.0595142009402383,0.369711439109511,0.145227002342214,0.130479230787036,-0.187425776009202,-0.15180549758444,-0.0358302106406367,-0.388834390987303,-0.267527979502712,-0.360559189943493,-0.565872011597816,-0.43815652869908,-0.0893610357516776,0.0818015551929505,0.0332279977586081,0.000354374071011028,0.066058347893192,-0.0758724120331666,-0.00667245941108941,0.122103673487844,-0.0964072096991753,-0.114040132769498,-0.0916782707947354,0.33868135752368,-0.0103300132834512,0.509371938770647,0.161603968747727,0.142273453184481,-0.190764866879498,-0.0396249608265753,0.236543753551024,-0.0905742521047249,-0.145390522172045,0.0271476058814963,-0.0809205565818356,-0.0591586126914875,-0.0611049311304938,0.0591124100591031,0.206947901215935,-0.233983697783533,0.190040520897254,-0.0961386297840902,-0.176754246444134,-0.0540190694057622,-0.00829142023739478,0.0440884957665463,-0.0359121054688006,0.0709287926760038,0.204613832589839,-0.17214676551066,-0.142303849625973,0.108770568196472,0.17222898792228,0.0522300519121253,-0.250596972599509,0.355367361024488,0.0189451901785484,0.355367361024488,0.16401180972071
"Terrestrial_Walnut_Live_Density",0.106252279022376,0.328661266276392,NA,-0.0118482230922618,-0.34847488644656,0.285567081476303,-0.264044995067492,-0.295762901733871,0.02071500623977,0.324327871205327,-0.0280960707206908,0.512044806261725,-0.102199906452297,-0.190944534697892,0.121789602693767,-0.0940984972098529,-0.1705525322087,-0.154661861160193,-0.172501834728317,-0.147288761084016,0.74828912285545,-0.174617139051717,-0.223219358565336,-0.135017942537966,-0.143097462847237,-0.175627816677849,-0.130937448390846,0.928765308677563,1,-0.124414582628278,-0.142424396243312,-0.403393633536664,-0.264565358546816,-0.289146918730666,-0.27716844150332,-0.380034444845543,-0.393060028492584,-0.0832158447752424,-0.418234199196853,-0.089710493213555,-0.537586533824305,0.644642124450923,-0.628459409650201,-0.334039997352786,-0.634957895796603,-0.507353687783431,-0.0149175084816728,-0.672418410085447,NA,-0.568491627016772,-0.507353687783431,0.322572431555841,0.349387981516365,0.0775006458543391,-0.256008958080384,-0.19583939268643,-0.0275544276849966,-0.338013075148114,-0.265633737087681,-0.27854078078269,-0.531331076858087,-0.393953474675081,-0.0636509175282468,0.0485976773716759,0.0679923585491472,0.0267374285531175,0.0104088088135491,-0.0928450963230559,-0.0769346540928705,0.160725463914797,-0.0606142296477118,-0.106614854255677,-0.0187360904163513,0.299779290916345,-0.0802194582028923,0.452737758442096,0.127185678979509,0.123102774475349,-0.177600259788946,-0.0841704238377229,0.308421079599846,-0.0882776493291176,-0.188788900350674,-0.00183726212509206,-0.0553895196480694,-0.0520022812486448,-0.0902370226547674,0.086004075780556,0.27349267960211,-0.298979661340953,0.275955220197073,-0.14849745859756,-0.154020231995463,-0.0378263265547712,-0.000665548010478608,0.0228406866093097,-0.0766332384490412,0.0997460773672227,0.191540135936676,-0.135862455022155,-0.163582456782595,0.102245480699309,0.11049120706864,0.112209763410123,-0.147875545861249,0.351623565086277,-0.413636668838178,0.351623565086277,0.151907920438737
"Terrestrial_Hophornbeam_Live_Density",-0.0888655286844292,-0.474727130472724,NA,0.0266868311812787,0.132743786849555,0.241655228052369,-0.209942605583717,-0.201022863650482,0.0506801313649706,-0.000918137531208687,0.0669972197574329,-0.08397103755612,-0.090640820350391,-0.0883096756041298,-0.0994492382076534,-0.156877670919426,-0.13004464346583,0.0315059063972669,-0.0474423178871925,0.650191931130141,-0.181146858436385,-0.151805883526247,-0.144757869358572,-0.109196191558791,-0.12723504477071,0.306993095878175,0.149473996516705,-0.134693624553658,-0.124414582628278,1,-0.126636587902363,0.120632195915819,0.219530626166853,0.16216951269966,-0.00192314798442624,-0.0503622217529221,-0.0908754226600677,-0.130700288259555,-0.196298886697962,0.0389276997621848,0.55505573319985,-0.328885594735062,-0.354519901232442,-0.18012536782809,0.00610720680562762,-0.546362852316644,0.363680465010227,0.607528428807506,-0.70234702034036,NA,-0.546362852316644,0.162473194458685,0.00515658470462678,0.0774256441967721,0.136428270775552,-0.178548561553892,0.18083557094261,0.260261338576106,0.177794968130645,0.00391967131122577,-0.0451607718501292,-0.0912687352750422,-0.107004058518783,0.0714563413902172,0.0400397212834457,-0.0446419619915779,-0.0285697445711622,-0.0687002848585338,-0.0901430746774296,-0.138434555448074,-0.10644477312857,-0.0839708871625047,0.497529614347819,-0.0701010081570467,-0.0713270952038,-0.0554436272951061,-0.10291164349312,-0.10490157475608,0.442019551352296,0.059973431592847,-0.319412335017134,-0.0728223911140705,0.169949197134443,-0.0194476217845363,-0.119788526489851,-0.0922828294167254,0.501921023480753,-0.078605594690161,0.0388028345691423,-0.0453846614888884,-0.357141940915482,-0.15349930421827,0.101442237073521,0.55048141030577,-0.0981313505631971,-0.00964408441873351,0.0517496102744555,0.067060280658845,-0.448224289696305,0.100935376605398,0.147479133756786,0.0873803845003794,-0.546362852316644,-0.1549345583388,0.289766579883882,-0.390791855691065,-0.432879364206351,-0.390791855691065,-0.509087474862176
"Terrestrial_Aspen_Live_Density",-0.650233308463388,-0.288721514890194,NA,0.630381785223826,0.522713635244973,0.158649788816388,0.767348180005218,0.748613989957493,0.445796502844639,-0.074221532630221,-0.121182992511082,-0.10291008104361,-0.263952638914208,-0.150297085179668,-0.113845157130021,-0.186925400224583,-0.171751893013509,-0.155679073962492,0.305892972311291,-0.149919291983435,-0.213604700198208,-0.00269785326651,0.451362139431073,0.382214932345024,-0.145653138479768,-0.29185127266434,-0.13327594999374,-0.0406021230352542,-0.142424396243312,-0.126636587902363,1,-0.310860475049247,-0.293519721438899,0.0959858879064205,-0.369715422877648,-0.172190349086083,-0.279359038046818,0.0555349142716874,0.67112382658212,0.286967430705389,-0.532754674121353,-0.865769351272933,0.608105810138198,0.453644034357694,0.264098941892079,-0.503499836631444,-0.415387166395967,-0.664767184595257,0.264098941892079,-0.562628784035063,0.9999,0.100606236568858,-0.503499836631444,-0.197184713421403,-0.113020332914892,-0.184683215491961,-0.0225352058308036,-0.470687514022248,0.194802276448289,-0.372663889904982,-0.12728001350961,-0.279512102404675,0.144052142627779,-0.227545812956248,0.0692008452570489,0.00829331335121937,0.236936171635916,-0.0945032805113119,0.427825049778373,0.34939100879654,-0.159228183673899,-0.12397483913294,-0.0260535041840371,-0.0802485814114332,0.234448088380989,-0.0634694500936251,0.112754870401922,-0.120086754574793,-0.171636754325725,-0.125151455376262,0.0042518393004072,-0.0692118226980555,0.0136933248301913,-0.0882092253541323,-0.276918263206908,-0.267382345952691,0.086187978159543,-0.113692479128156,-0.1698262028464,0.193257261759643,-0.152381233871742,0.12715420752106,0.11612665544146,-0.351346626004334,-0.245899171789434,-0.0935376206014576,-0.133679070997976,0.101527510904169,0.172642079955448,-0.131841026633701,-0.33538199194211,0.124868711485487,0.449956959175397,-0.664767184595257,0.114373349294271,-0.376368008379963,0.42775963370853,-0.376368008379963,-0.474219106159133
"Aquatic_LWFreq",-0.264945504846774,-0.238684443315948,NA,0.267841228729666,-0.0705689896193979,-0.216435430822489,-0.0364422095753969,-0.0312446874844848,0.283410348764268,-0.192771754897834,0.0539154154286087,-0.117467224083405,-0.0704538408159137,0.201278920708547,0.194441757959799,0.267139277862936,-0.0441281298440088,-0.109238702116303,0.368475829716943,0.247680174416844,-0.046809428807607,0.0196535267461815,0.136823002216093,-0.404931540003159,-0.0111485371962561,0.540866389092373,0.344706010782202,-0.454077090562616,-0.403393633536664,0.120632195915819,-0.310860475049247,1,0.395064707449762,0.591683501366677,0.871211446430636,0.45890301308948,0.567911306780416,0.356402591837833,-0.0281368622834544,0.313814877653866,0.398433469941854,0.15693178088876,-0.343811274744236,0.0980074449396827,-0.351162068901504,-0.0157556961065149,0.404684406678787,0.454717984020571,-0.628203224499391,0.198360283959973,-0.555326730208902,-0.358820005633053,-0.319390257376635,-0.0985396097747917,0.115043524460445,-0.00710283831240395,-0.210236562163506,0.401703024274797,0.552108295247739,0.877169629949867,0.63184094840171,0.569705673126399,0.324455566682931,-0.293865362206564,-2.92933206658372e-05,0.00928188480070631,-0.0486544834784635,0.17652218730151,-0.0971888750015436,-0.173853427415801,0.338548324607388,-0.0799059763377085,0.0656308779575298,-0.0234844141418668,0.035052351574734,-0.196868034572305,0.0216447395597391,-0.303394246037139,0.171496132565336,0.065511174948681,-0.177366510149664,0.0600985432485196,0.105590806282054,0.012585429444864,-0.0906191229442773,-0.0686150826251134,0.0425045153484594,-0.16298142251019,0.00338456079498413,-0.00295786993329603,-0.00510623789849736,0.0214221178429745,0.0210054727082719,0.0500315047693433,-0.0858682259688072,0.0276877017762236,0.0444397668314797,-0.181564467336633,-0.218511055670237,-0.00381582273798019,0.174302755078217,0.0596385475637901,-0.39904154113898,0.365876152216907,-0.0433545870840371,-0.0330255587627663,-0.0533336035440197,-0.0667122523463502,-0.634956142400504
"Aquatic_InSitFreq",0.352013233617421,-0.292017124735586,NA,-0.54936170031422,-0.435428832948851,-0.323616879456753,-0.154389563276781,-0.0722185409347913,-0.395217657094017,0.304987435904187,0.623818697537796,-0.166751374970357,0.398774513090237,0.680336702816445,0.0209311488500177,0.291544437808524,0.328787328343469,0.273089642593247,-0.175067185784343,0.613554986574246,-0.169714693991056,0.625264483437453,-0.212792286871923,-0.211633172949432,-0.185779401551239,-0.181425135271315,0.0829992727168305,-0.285001714788984,-0.264565358546816,0.219530626166853,-0.293519721438899,0.395064707449762,1,0.0082059060726741,0.613165571489906,-0.0250302047389032,0.20393793035609,-0.219685179456093,0.106799822468211,-0.232409313085874,0.611994593137882,0.0102544925362224,0.324778007682086,-0.236694856290631,-0.775660192698936,-0.490121195738149,-0.305051379411196,-0.0605497516387311,-0.905852509334722,0.0137771218489646,-0.857005431246934,0.208226637235666,-0.795854592366884,0.351148150319092,0.649575886525746,0.233693253644911,0.430636323658019,0.873425701553481,0.0247616146387322,0.610606203581143,0.110061386367251,0.205146344298572,-0.236011188816542,0.238754212313453,0.0116812188310532,-0.0456979888178073,-0.267875439186837,0.469801500263107,0.0226158041903677,-0.225534160092228,-0.0131377311536211,0.15125210241459,0.0257766537444231,-0.162480912725685,-0.165322751205259,-0.104627347092844,-0.189766927410977,-0.07158027582425,-0.0783234986964697,-0.0667184830188497,0.0779905446015253,0.279538183875547,0.0857074263974529,0.0248191748195786,0.535434398779351,0.455770076592042,0.20884060230971,0.315581355603462,-0.335468326784703,0.359155637511627,-0.37468218086252,-0.0388676966737781,0.0594560079859035,0.475291061368975,0.363970809143857,0.0215674511328996,-0.0510048990133571,-0.45616819685201,0.0811029946335458,0.222870153627949,0.233716630906181,-0.157583792689845,-0.0836772381395791,-0.296130088558633,-0.115072605118309,-0.653196877373539,-0.714385324051865,-0.104226303162266,-0.21906583715478
"Aquatic_LJFreq",-0.345698626211408,-0.00914954200369283,NA,0.309768490661665,0.186007437497891,-0.263513327331753,0.130847690075914,0.120185701534365,0.314185861677522,-0.334789093089249,-0.0697618692365658,-0.131762234191364,-0.220828751007225,-0.050527747146411,0.255260699143308,0.276345819906557,-0.0668136422686959,-0.323415290282467,0.463575885372503,-0.0146588209415288,0.0383880632743623,0.00716166576913319,0.061447134639592,-0.210440886120155,0.127498489190603,0.622786451440847,0.448680902485032,-0.292290237814109,-0.289146918730666,0.16216951269966,0.0959858879064205,0.591683501366677,0.0082059060726741,1,0.416298564129814,0.118247716990769,0.129392407666511,0.53012577611107,0.0511598460997665,0.504274424705967,-0.0164159570248171,0.0203760987676183,-0.375114014993881,-0.0565554240975429,-0.654120035365063,0.180296709811956,0.404538618833746,0.471669436552233,-0.431007078138689,-0.194289841368375,0.145062312542171,-0.431582506874763,-0.574274248564324,-0.314504937953074,-0.330157311458392,-0.14034636079364,-0.33183717426168,-0.0154499779703979,0.979739285565054,0.420717102443889,0.261228058860981,0.130454970965896,0.571881610432661,-0.602683913819391,0.0692713222507647,-0.0276838333482977,0.109309535357963,-0.0489949731410643,-0.069417717396495,0.0567290042378796,0.226824536665364,-0.268759030558354,0.190370270043583,0.064245378803083,0.132880633383417,-0.112063115511139,0.312649830369399,-0.307236850656986,0.204582658910767,0.0456609586475577,-0.268800004425824,0.0728826373871614,0.0756630971671653,-0.0404409625238585,-0.220141362518311,-0.200800462637398,0.0642399844636251,-0.285555689512058,0.290689676128715,-0.301908195181309,-0.0110402870488635,-0.0721217784765799,-0.0256984895379924,-0.0125132028635899,-0.143544544836013,-0.0264043321871136,0.0177933066082081,0.0643670482956189,-0.24583848162117,-0.320811119647947,-0.0613086009733104,0.262621730037856,-0.210007519321882,-0.000147571089888213,0.189248011562439,0.139188118237308,0.199396262529875,0.116105808602666,-0.886567793680606
"Aquatic_LWDens",0.0670080930578788,-0.359159316716646,NA,-0.116980563923978,-0.474433661923493,-0.180501375331666,-0.228028808814708,-0.189990919907797,-0.0102573834224681,0.0356356874189934,0.293950500232051,-0.0284467615421341,0.143948029570366,0.41239533467162,0.147327164526703,0.454173035001864,0.0688611759470443,0.019140086342485,0.113311364204382,0.330983578266951,0.176327475179262,0.270437489217567,-0.131039680814798,-0.404003833157623,0.139860994488288,0.253323208168669,0.255390219193291,-0.357427417059503,-0.27716844150332,-0.00192314798442624,-0.369715422877648,0.871211446430636,0.613165571489906,0.416298564129814,1,0.228677697269633,0.484441327726464,0.0119447094457836,-0.136972546974905,0.0867107958689179,0.413264853906939,0.413178386236049,-0.148226134156414,-0.199715058724938,-0.490547922344724,0.193806933063277,0.162655142358486,0.336248671467388,-0.62802735734504,-0.0260708444983536,-0.827136894556882,-0.0542279980755009,-0.259814577736356,0.172186079958151,0.326010798047236,0.0365600711459867,0.0961681612514236,0.476935070709048,0.372851441700713,0.999854371826866,0.416505269461778,0.486266253385473,-0.0103356577664279,0.0262239646019881,0.0369723531651865,-0.00472137455656509,-0.103122122175822,0.339152526055539,-0.0581328930582287,-0.236865328513239,0.270555938541581,0.0598762577740282,-0.0779003963564833,0.0498986211224332,0.0534199668591983,-0.156392607839648,-0.0179685363387053,-0.286257425589546,-0.0158461268616144,0.0937324354404809,-0.0797485216049494,0.204104405514449,0.0185119572186894,0.0224260129953429,0.253784471364541,0.216504071612186,0.00225780658771064,-0.0350009026091795,-0.028170205884343,0.0268269802409451,0.0359058438925896,-0.109121419313533,0.0817989489011893,0.228690945126338,0.176262032269168,0.0424662470418988,0.0827403219379487,-0.335362772934523,-0.0115801223448613,0.0307975182096621,0.249971637408378,-0.082543980878656,-0.328675779334791,0.315026878159473,-0.254320520169001,0.107053106796247,-0.0389385998698335,-0.096209506806821,-0.732233282157857
"Aquatic_LWvolpL",-0.315581452952541,-0.00886562707925535,NA,0.317292592017297,0.30515661230035,0.0760142950362267,0.0995188965781912,0.0859530898224048,0.278211616639643,-0.273300430440625,-0.214810580720989,-0.189565903808026,-0.238260371303517,-0.035927498308302,0.172230629909773,-0.0458012020104044,-0.0959086628510083,-0.213001093329874,0.252166986634163,-0.177631454584569,-0.308988083140544,-0.0860056345878106,0.350617996359407,-0.289638341329995,-0.184129753991695,0.198136477520057,0.274785951450284,-0.402095133483462,-0.380034444845543,-0.0503622217529221,-0.172190349086083,0.45890301308948,-0.0250302047389032,0.118247716990769,0.228677697269633,1,0.935940865063667,0.241111711336824,0.0826768141600885,0.120591499214282,-0.388596724779731,-0.349397575283717,0.151278875031529,0.507678313402029,0.236406018416636,-0.402958881266919,0.179145733081805,0.484373553179493,-0.917053515211092,0.431845740112815,-0.423688918251642,-0.384884762515,0.373657293068613,-0.319021982911813,-0.0714313662476752,0.0379359379674061,-0.474485883130294,0.00032408012567064,0.0836603442966589,0.234995067579262,0.944283550218835,0.935618930618545,0.184644983661442,-0.13084491609022,-0.0359274316247938,0.0176041323961016,0.0192849255130251,-0.00479732834325384,-0.131971790843183,-0.0380862057033754,0.24767000593712,-0.161979069577091,0.00407028192488072,-0.119564947331461,-0.0976850406169384,-0.143479820738119,-0.0225882970689963,-0.0868642289103373,0.332793946840223,-0.119292784168793,-0.103227953775686,-0.0293052289441737,0.14603636649688,-0.00922564618183065,-0.228528853062251,-0.198757147392459,-0.0725791170309214,-0.172197201391962,-0.116544968512391,0.127437581719072,0.130557179094578,0.269583004648791,-0.0622026041186305,-0.0634258528507079,-0.176816096273329,-0.0146227926707587,-0.117978683387914,-0.0039317152051479,-0.319121251949514,0.0515070250712048,0.0324651844325415,0.153389560559049,-0.257076791039468,0.292196297228322,0.102041299279633,-0.372664089120791,-0.434968382956581,0.0249009115966253,-0.356656041865607
